2025-06-21T21:19:59.682970331Z 2025-06-21 21:19:59.682 | DEBUG    | rocket_controller.strategies.strategy:__init__:82 - Initialized final strategy parameters:
2025-06-21T21:19:59.683046595Z 	{'encoding': [2863, 3614, 35, 2134, 2954, 3590, 3581, 96, 3269, 3640, 441, 769, 597, 118, 3836, 2056, 3007, 1037, 1865, 13, 1449, 366, 2369, 3161, 1303, 2353, 564, 2380, 2524, 3815, 2601, 2843, 3992, 843, 3775, 2526, 1224, 1956, 2914, 37, 1275, 3020, 2659, 2761, 2821, 243, 1389, 2725, 920, 863, 232, 909, 1271, 2756, 1674, 2780, 1518, 808, 1133, 0, 1417, 3590, 1592, 1536, 1257, 3408, 3150, 3706, 257, 3552, 1080, 1656, 2154, 1386, 3543, 2686, 2676, 152, 3130, 1098, 3112, 3298, 3368, 1875, 2201, 347, 3580, 1454, 627, 705, 1752, 1822, 3113, 2789, 3923, 978, 2806, 584, 2348, 1382, 1731, 536, 2071, 1147, 2064, 1712, 1943, 1950, 3698, 2292, 3252, 1478, 1010, 689, 1689, 3188, 3338, 106, 203, 2900, 2278, 2860, 2338, 782, 3949, 3838, 41, 880, 3422, 690, 313, 2219, 2471, 503, 1436, 2338, 3126, 1889, 645, 2625]}
2025-06-21T21:19:59.683060421Z 2025-06-21 21:19:59.682 | DEBUG    | rocket_controller.strategies.strategy:__init__:83 - Initialized final strategy network configuration:
2025-06-21T21:19:59.683069438Z 	{'hostname_prefix': 'AMG_TimeTournament_G2T8R0', 'number_of_nodes': 5, 'network_partition': [], 'unl_partition': [], 'transactions': {'genesis': [{'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account1'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account2'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account3'}], 'regular': [{'peer_id': 0, 'amount': 80000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}, {'peer_id': 1, 'amount': 81000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 2, 'amount': 82000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 3, 'amount': 83000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}]}}
2025-06-21T21:19:59.691229797Z 2025-06-21 21:19:59.690 | DEBUG    | rocket_controller.iteration_type:add_iteration:342 - Stopping logLedgerResul;t
2025-06-21T21:19:59.691262339Z 2025-06-21 21:19:59.691 | DEBUG    | rocket_controller.iteration_type:add_iteration:347 - Done stopping logLedgerResul;t
2025-06-21T21:19:59.692014238Z 2025-06-21 21:19:59.691 | INFO     | rocket_controller.iteration_type:add_iteration:359 - Starting iteration 1
2025-06-21T21:19:59.692041509Z 2025-06-21 21:19:59.691 | INFO     | rocket_controller.interceptor_manager:start_new:70 - Starting interceptor
2025-06-21T21:19:59.693262353Z 2025-06-21 21:19:59.693 | INFO     | rocket_controller.iteration_type:_start_transactions:157 - Starting Transaction.
2025-06-21T21:20:19.693984627Z 2025-06-21 21:20:19.693 | INFO     | rocket_controller.iteration_type:_perform_transactions:163 - Waiting for validator nodes to be initialized...
2025-06-21T21:20:21.537825973Z 2025-06-21 21:20:21.537 | INFO     | rocket_controller.strategies.strategy:update_network:124 - Updating the strategy's network information
