2025-06-22T01:24:03.048403136Z 2025-06-22 01:24:03.048 | DEBUG    | rocket_controller.strategies.strategy:__init__:82 - Initialized final strategy parameters:
2025-06-22T01:24:03.048451096Z 	{'encoding': [2810, 2556, 2817, 2542, 1522, 3721, 1285, 3337, 3871, 1380, 3045, 2048, 2752, 3357, 799, 608, 427, 2870, 181, 1398, 255, 3200, 1792, 275, 2018, 3836, 3694, 2171, 1735, 3132, 1922, 2542, 1905, 3730, 2190, 940, 2576, 2595, 2300, 2928, 488, 2684, 2156, 3164, 638, 932, 2059, 2176, 2173, 1848, 3234, 1621, 2040, 3247, 3954, 2687, 3105, 3638, 195, 3220, 1003, 851, 1969, 3125, 3666, 1096, 313, 432, 3693, 1756, 2159, 1547, 688, 2439, 372, 3223, 3084, 2739, 1050, 1321, 1145, 1257, 91, 3686, 3593, 3854, 45, 698, 194, 2306, 3432, 1951, 1952, 1154, 2082, 1066, 3611, 627, 3074, 218, 2213, 1322, 487, 2932, 677, 2424, 3047, 3269, 289, 1607, 3456, 3225, 2515, 357, 2414, 553, 1777, 2009, 1802, 3933, 170, 3804, 2344, 1613, 3867, 1233, 3580, 406, 1362, 28, 12, 1538, 362, 480, 1371, 717, 2200, 799, 872, 3463]}
2025-06-22T01:24:03.048475131Z 2025-06-22 01:24:03.048 | DEBUG    | rocket_controller.strategies.strategy:__init__:83 - Initialized final strategy network configuration:
2025-06-22T01:24:03.048479389Z 	{'hostname_prefix': 'AMG_TimeElitism_G26T9R0', 'number_of_nodes': 5, 'network_partition': [], 'unl_partition': [], 'transactions': {'genesis': [{'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account1'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account2'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account3'}], 'regular': [{'peer_id': 0, 'amount': 80000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}, {'peer_id': 1, 'amount': 81000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 2, 'amount': 82000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 3, 'amount': 83000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}]}}
2025-06-22T01:24:03.055965265Z 2025-06-22 01:24:03.055 | DEBUG    | rocket_controller.iteration_type:add_iteration:342 - Stopping logLedgerResul;t
2025-06-22T01:24:03.056040046Z 2025-06-22 01:24:03.055 | DEBUG    | rocket_controller.iteration_type:add_iteration:347 - Done stopping logLedgerResul;t
2025-06-22T01:24:03.056761396Z 2025-06-22 01:24:03.056 | INFO     | rocket_controller.iteration_type:add_iteration:359 - Starting iteration 1
2025-06-22T01:24:03.056851956Z 2025-06-22 01:24:03.056 | INFO     | rocket_controller.interceptor_manager:start_new:70 - Starting interceptor
2025-06-22T01:24:03.058088348Z 2025-06-22 01:24:03.057 | INFO     | rocket_controller.iteration_type:_start_transactions:157 - Starting Transaction.
2025-06-22T01:24:23.058984207Z 2025-06-22 01:24:23.058 | INFO     | rocket_controller.iteration_type:_perform_transactions:163 - Waiting for validator nodes to be initialized...
2025-06-22T01:24:28.750552912Z 2025-06-22 01:24:28.750 | INFO     | rocket_controller.strategies.strategy:update_network:124 - Updating the strategy's network information
2025-06-22T01:24:33.059789028Z 2025-06-22 01:24:33.059 | INFO     | rocket_controller.iteration_type:_perform_transactions:167 - Waiting for network to be initialized...
2025-06-22T01:24:33.060046263Z 2025-06-22 01:24:33.059 | INFO     | rocket_controller.iteration_type:_perform_transactions:171 - Waiting for ledger to be available before submitting transaction...
2025-06-22T01:24:50.653660684Z 2025-06-22 01:24:50.653 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 3 validated ledger 2 in 0:00:21.817541
2025-06-22T01:24:50.762810132Z 2025-06-22 01:24:50.762 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 2 in 0:00:21.939538
2025-06-22T01:24:50.804727076Z 2025-06-22 01:24:50.804 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 2 in 0:00:22.014483
2025-06-22T01:24:50.846848958Z 2025-06-22 01:24:50.846 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 0 validated ledger 2 in 0:00:22.058142
2025-06-22T01:24:50.932700713Z 2025-06-22 01:24:50.932 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 4 validated ledger 2 in 0:00:22.135218
2025-06-22T01:24:52.062193731Z 2025-06-22 01:24:52.061 | INFO     | rocket_controller.iteration_type:_perform_transactions:177 - Attempting to submit 3 Genesis Transactions and 4 Regular Transactions to the network.
2025-06-22T01:24:52.062263593Z 2025-06-22 01:24:52.062 | INFO     | rocket_controller.iteration_type:_perform_transactions:187 - Sending 100001000000 from None to Account1 using peer 1...
2025-06-22T01:24:52.067783152Z 2025-06-22 01:24:52.067 | INFO     | rocket_controller.iteration_type:_perform_transactions:187 - Sending 100001000000 from None to Account2 using peer 1...
2025-06-22T01:24:52.083355788Z 2025-06-22 01:24:52.083 | INFO     | rocket_controller.iteration_type:_perform_transactions:187 - Sending 100001000000 from None to Account3 using peer 1...
2025-06-22T01:24:52.117666410Z 2025-06-22 01:24:52.117 | INFO     | rocket_controller.network_manager:get_account:428 - Creating account Account1 with seed snSXU7Qr28fPwPmqr7U6neybmMvTo and address rM1DHK3GTFuS33BpTjhwCAb6kkZR9So6GF
2025-06-22T01:24:52.126037405Z 2025-06-22 01:24:52.125 | INFO     | rocket_controller.network_manager:get_account:428 - Creating account Account2 with seed sh3M4eKMNhLgPL8VTBDGeg6sU9Brs and address r4bvf6AhhjTtQS58ybDT2i2HDUJzqujSAo
2025-06-22T01:24:52.143982606Z 2025-06-22 01:24:52.135 | INFO     | rocket_controller.network_manager:get_account:428 - Creating account Account3 with seed snttpjgYBY5fVBeS6xM12q47n1Whq and address rMoQh4Nr874ELKiBWfpVP3FD87CQfbHrQ3
2025-06-22T01:24:53.722314341Z 2025-06-22 01:24:53.721 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 3 validated ledger 3 in 0:00:03.000296
2025-06-22T01:24:53.748507374Z 2025-06-22 01:24:53.748 | INFO     | rocket_controller.iteration_type:perform_transaction:248 - Transaction 93EF7C8890BAC2B40B9D2DCFB87571D3D9DB1125052D1F7D85D2CDE5BDB793CD submitted successfully
2025-06-22T01:24:53.828592836Z 2025-06-22 01:24:53.828 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 3 in 0:00:03.034707
2025-06-22T01:24:53.868895007Z 2025-06-22 01:24:53.868 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 0 validated ledger 3 in 0:00:03.021273
2025-06-22T01:24:53.991454084Z 2025-06-22 01:24:53.991 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 4 validated ledger 3 in 0:00:03.001734
2025-06-22T01:24:54.746740717Z 2025-06-22 01:24:54.746 | INFO     | rocket_controller.iteration_type:perform_transaction:248 - Transaction 3B59DA9398F90180278700BC5CEA0749A74D2C2E3EDD1D4F06C5302C874D9CDF submitted successfully
2025-06-22T01:24:54.786780953Z 2025-06-22 01:24:54.786 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 3 in 0:00:03.982550
2025-06-22T01:24:55.550151793Z 2025-06-22 01:24:55.549 | INFO     | rocket_controller.iteration_type:perform_transaction:248 - Transaction 202A7EE4D9603493E7E3C1A3A4A07E9313E4D15BCB6FFDD2FA5046872659C4B3 submitted successfully
2025-06-22T01:24:56.767731939Z 2025-06-22 01:24:56.767 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 4 in 0:00:02.966142
2025-06-22T01:24:56.881347261Z 2025-06-22 01:24:56.880 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 0 validated ledger 4 in 0:00:02.977082
2025-06-22T01:24:56.965247578Z 2025-06-22 01:24:56.964 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 4 validated ledger 4 in 0:00:03.000720
2025-06-22T01:24:57.608474538Z 2025-06-22 01:24:57.608 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 3 validated ledger 4 in 0:00:04.001028
2025-06-22T01:24:57.782918421Z 2025-06-22 01:24:57.782 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 4 in 0:00:02.998496
2025-06-22T01:24:59.739107499Z 2025-06-22 01:24:59.738 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 5 in 0:00:03.000406
2025-06-22T01:25:00.551742492Z 2025-06-22 01:25:00.551 | INFO     | rocket_controller.iteration_type:_perform_transactions:201 - Sending 80000000000 from Account1 to Account2 after 2 seconds using peer 0...
