2025-06-22T02:10:14.823710561Z 2025-06-22 02:10:14.823 | DEBUG    | rocket_controller.strategies.strategy:__init__:82 - Initialized final strategy parameters:
2025-06-22T02:10:14.823780823Z 	{'encoding': [2688, 1387, 573, 2508, 3519, 1860, 3616, 1317, 2853, 3396, 1047, 204, 3195, 3826, 3080, 179, 1984, 3220, 501, 1357, 2398, 1843, 3482, 941, 2723, 471, 233, 2839, 1301, 3623, 350, 2195, 2230, 1730, 7, 752, 2499, 201, 2687, 1282, 949, 3017, 196, 3066, 2968, 3290, 1670, 2037, 1917, 2, 228, 1257, 3941, 2395, 2753, 2361, 3259, 2057, 64, 56, 3339, 2142, 1177, 1301, 347, 3664, 913, 2909, 1952, 2549, 421, 3580, 2496, 3989, 2610, 2293, 1953, 2345, 3366, 3447, 7, 2097, 43, 3718, 2178, 2591, 3103, 3813, 723, 1827, 1259, 1039, 3825, 1523, 3261, 3535, 683, 2784, 284, 3041, 1116, 3889, 3772, 1019, 32, 167, 3358, 1814, 3436, 3011, 45, 2736, 2205, 209, 3167, 3197, 2052, 1792, 1580, 3819, 2543, 94, 2298, 113, 3174, 2815, 541, 945, 2254, 2622, 266, 735, 549, 2232, 2579, 1324, 1298, 3175, 3515, 519]}
2025-06-22T02:10:14.823796483Z 2025-06-22 02:10:14.823 | DEBUG    | rocket_controller.strategies.strategy:__init__:83 - Initialized final strategy network configuration:
2025-06-22T02:10:14.823802454Z 	{'hostname_prefix': 'AMG_TimeTournament_G40T1R0', 'number_of_nodes': 5, 'network_partition': [], 'unl_partition': [], 'transactions': {'genesis': [{'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account1'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account2'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account3'}], 'regular': [{'peer_id': 0, 'amount': 80000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}, {'peer_id': 1, 'amount': 81000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 2, 'amount': 82000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 3, 'amount': 83000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}]}}
2025-06-22T02:10:14.832368110Z 2025-06-22 02:10:14.832 | DEBUG    | rocket_controller.iteration_type:add_iteration:342 - Stopping logLedgerResul;t
2025-06-22T02:10:14.832443953Z 2025-06-22 02:10:14.832 | DEBUG    | rocket_controller.iteration_type:add_iteration:347 - Done stopping logLedgerResul;t
2025-06-22T02:10:14.833141290Z 2025-06-22 02:10:14.833 | INFO     | rocket_controller.iteration_type:add_iteration:359 - Starting iteration 1
2025-06-22T02:10:14.833214969Z 2025-06-22 02:10:14.833 | INFO     | rocket_controller.interceptor_manager:start_new:70 - Starting interceptor
2025-06-22T02:10:14.834396320Z 2025-06-22 02:10:14.834 | INFO     | rocket_controller.iteration_type:_start_transactions:157 - Starting Transaction.
2025-06-22T02:10:34.835035391Z 2025-06-22 02:10:34.834 | INFO     | rocket_controller.iteration_type:_perform_transactions:163 - Waiting for validator nodes to be initialized...
2025-06-22T02:10:38.457567780Z 2025-06-22 02:10:38.457 | INFO     | rocket_controller.strategies.strategy:update_network:124 - Updating the strategy's network information
2025-06-22T02:10:39.835368711Z 2025-06-22 02:10:39.835 | INFO     | rocket_controller.iteration_type:_perform_transactions:167 - Waiting for network to be initialized...
2025-06-22T02:10:39.835441428Z 2025-06-22 02:10:39.835 | INFO     | rocket_controller.iteration_type:_perform_transactions:171 - Waiting for ledger to be available before submitting transaction...
2025-06-22T02:11:00.127485663Z 2025-06-22 02:11:00.126 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 2 in 0:00:21.620020
