2025-06-22T08:27:12.100350654Z 2025-06-22 08:27:12.100 | DEBUG    | rocket_controller.strategies.strategy:__init__:82 - Initialized final strategy parameters:
2025-06-22T08:27:12.100394266Z 	{'encoding': [2922, 540, 99, 3624, 3010, 1051, 1494, 248, 2882, 1118, 987, 1471, 3748, 754, 240, 2727, 3196, 3022, 1507, 1188, 2657, 1537, 2930, 3628, 2189, 2928, 2897, 3545, 2686, 2013, 3435, 1361, 3561, 493, 3557, 1273, 1485, 1070, 2978, 166, 2802, 2755, 2394, 904, 582, 2437, 1823, 2817, 1077, 170, 1139, 3459, 2481, 3732, 3724, 3804, 2537, 3448, 370, 1229, 2694, 1882, 514, 260, 1381, 3008, 3936, 3562, 3118, 834, 65, 507, 1, 2832, 39, 2929, 2763, 1816, 3690, 1390, 233, 2642, 2366, 1235, 3318, 1953, 261, 2134, 2376, 2940, 1495, 443, 1598, 1937, 1292, 2795, 2094, 3986, 2716, 930, 2176, 3623, 2661, 3022, 2480, 467, 1248, 3454, 839, 1819, 318, 3302, 2040, 8, 2447, 1782, 1929, 2509, 2679, 3217, 2658, 3440, 3587, 2899, 2890, 3754, 260, 1550, 259, 2744, 244, 3487, 3539, 1919, 2179, 2353, 3947, 1079, 1066, 2789]}
2025-06-22T08:27:12.100454790Z 2025-06-22 08:27:12.100 | DEBUG    | rocket_controller.strategies.strategy:__init__:83 - Initialized final strategy network configuration:
2025-06-22T08:27:12.100479457Z 	{'hostname_prefix': 'AMG_ProposalRoulette_G29T10R0', 'number_of_nodes': 5, 'network_partition': [], 'unl_partition': [], 'transactions': {'genesis': [{'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account1'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account2'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account3'}], 'regular': [{'peer_id': 0, 'amount': 80000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}, {'peer_id': 1, 'amount': 81000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 2, 'amount': 82000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 3, 'amount': 83000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}]}}
2025-06-22T08:27:12.108876265Z 2025-06-22 08:27:12.108 | DEBUG    | rocket_controller.iteration_type:add_iteration:342 - Stopping logLedgerResul;t
2025-06-22T08:27:12.108970212Z 2025-06-22 08:27:12.108 | DEBUG    | rocket_controller.iteration_type:add_iteration:347 - Done stopping logLedgerResul;t
2025-06-22T08:27:12.109699648Z 2025-06-22 08:27:12.109 | INFO     | rocket_controller.iteration_type:add_iteration:359 - Starting iteration 1
2025-06-22T08:27:12.109731007Z 2025-06-22 08:27:12.109 | INFO     | rocket_controller.interceptor_manager:start_new:70 - Starting interceptor
2025-06-22T08:27:12.111020519Z 2025-06-22 08:27:12.110 | INFO     | rocket_controller.iteration_type:_start_transactions:157 - Starting Transaction.
2025-06-22T08:27:23.592333774Z 2025-06-22 08:27:23.591 | INFO     | rocket_controller.strategies.strategy:update_network:124 - Updating the strategy's network information
2025-06-22T08:27:32.111706428Z 2025-06-22 08:27:32.111 | INFO     | rocket_controller.iteration_type:_perform_transactions:163 - Waiting for validator nodes to be initialized...
2025-06-22T08:27:32.111750932Z 2025-06-22 08:27:32.111 | INFO     | rocket_controller.iteration_type:_perform_transactions:167 - Waiting for network to be initialized...
2025-06-22T08:27:32.111809472Z 2025-06-22 08:27:32.111 | INFO     | rocket_controller.iteration_type:_perform_transactions:171 - Waiting for ledger to be available before submitting transaction...
2025-06-22T08:28:17.111595870Z 2025-06-22 08:28:17.111 | INFO     | rocket_controller.iteration_type:_timeout_reached:137 - Timeout reached.
2025-06-22T08:28:17.111736245Z 2025-06-22 08:28:17.111 | INFO     | rocket_controller.iteration_type:_timeout_reached:139 - Checking correct setup
2025-06-22T08:28:17.111899503Z 2025-06-22 08:28:17.111 | INFO     | rocket_controller.iteration_type:_timeout_reached:143 - Setup went wrong, resetting entire test.
