2025-06-22T01:49:53.396661551Z 2025-06-22 01:49:53.396 | DEBUG    | rocket_controller.strategies.strategy:__init__:82 - Initialized final strategy parameters:
2025-06-22T01:49:53.396725531Z 	{'encoding': [3715, 3707, 299, 1498, 3731, 1965, 3562, 176, 3735, 2039, 2593, 747, 3458, 2719, 1860, 2543, 3403, 959, 2135, 908, 163, 2354, 3508, 158, 1518, 1297, 2039, 3813, 1640, 2480, 854, 186, 3277, 2946, 2975, 2373, 1081, 3381, 2870, 1158, 207, 2439, 1969, 350, 2738, 3298, 3933, 1680, 1516, 2592, 2743, 2468, 1150, 270, 3160, 2562, 559, 125, 1250, 2342, 1817, 3123, 1157, 3506, 724, 2200, 651, 1185, 3719, 704, 2430, 1607, 3533, 3405, 3344, 791, 707, 1008, 2930, 1004, 3766, 64, 3409, 141, 2708, 2417, 3601, 127, 251, 1371, 2226, 694, 576, 1890, 1605, 1202, 3663, 966, 1043, 2085, 3303, 1259, 3566, 121, 324, 413, 2184, 560, 2966, 2055, 1552, 462, 3041, 1840, 3740, 1996, 2224, 2768, 1688, 2844, 2925, 1222, 1284, 95, 3219, 3713, 3983, 2159, 2595, 3626, 3799, 2428, 3333, 1596, 2235, 1266, 455, 995, 2583, 2637]}
2025-06-22T01:49:53.396769514Z 2025-06-22 01:49:53.396 | DEBUG    | rocket_controller.strategies.strategy:__init__:83 - Initialized final strategy network configuration:
2025-06-22T01:49:53.396788350Z 	{'hostname_prefix': 'AMG_TimeElitism_G30T3R0', 'number_of_nodes': 5, 'network_partition': [], 'unl_partition': [], 'transactions': {'genesis': [{'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account1'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account2'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account3'}], 'regular': [{'peer_id': 0, 'amount': 80000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}, {'peer_id': 1, 'amount': 81000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 2, 'amount': 82000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 3, 'amount': 83000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}]}}
2025-06-22T01:49:53.405654883Z 2025-06-22 01:49:53.405 | DEBUG    | rocket_controller.iteration_type:add_iteration:342 - Stopping logLedgerResul;t
2025-06-22T01:49:53.405766584Z 2025-06-22 01:49:53.405 | DEBUG    | rocket_controller.iteration_type:add_iteration:347 - Done stopping logLedgerResul;t
2025-06-22T01:49:53.406632758Z 2025-06-22 01:49:53.406 | INFO     | rocket_controller.iteration_type:add_iteration:359 - Starting iteration 1
2025-06-22T01:49:53.406720474Z 2025-06-22 01:49:53.406 | INFO     | rocket_controller.interceptor_manager:start_new:70 - Starting interceptor
2025-06-22T01:49:53.408069109Z 2025-06-22 01:49:53.407 | INFO     | rocket_controller.iteration_type:_start_transactions:157 - Starting Transaction.
2025-06-22T01:50:13.408762558Z 2025-06-22 01:50:13.408 | INFO     | rocket_controller.iteration_type:_perform_transactions:163 - Waiting for validator nodes to be initialized...
2025-06-22T01:50:15.572420136Z 2025-06-22 01:50:15.572 | INFO     | rocket_controller.strategies.strategy:update_network:124 - Updating the strategy's network information
