2025-06-22T07:18:15.034186476Z 2025-06-22 07:18:15.033 | DEBUG    | rocket_controller.strategies.strategy:__init__:82 - Initialized final strategy parameters:
2025-06-22T07:18:15.034261969Z 	{'encoding': [3329, 2076, 2908, 3121, 1556, 1314, 548, 2160, 1750, 549, 1919, 870, 132, 1485, 1091, 1512, 3458, 3609, 1779, 3958, 2487, 1184, 1384, 2209, 2429, 1355, 3108, 1377, 3698, 3663, 2047, 3770, 472, 2529, 898, 1128, 3437, 3789, 110, 2277, 525, 632, 1200, 2991, 633, 547, 216, 3755, 2655, 359, 3504, 3566, 1876, 840, 2295, 1532, 1887, 2363, 1667, 842, 3701, 1692, 1743, 1808, 1573, 1009, 2440, 1389, 1723, 2664, 1505, 3531, 3629, 3392, 2320, 2273, 1364, 723, 3069, 983, 486, 3456, 3485, 1196, 1110, 2278, 227, 1624, 1421, 2657, 610, 1863, 2598, 365, 1183, 2093, 1367, 750, 2987, 2324, 3553, 3804, 638, 2964, 1146, 3262, 927, 1971, 1052, 1976, 350, 2375, 3174, 154, 705, 1737, 308, 3331, 1930, 1388, 3698, 1759, 1585, 2584, 1758, 534, 690, 817, 77, 2186, 3130, 3065, 2405, 2126, 3475, 3302, 2514, 1955, 1519, 864]}
2025-06-22T07:18:15.034275645Z 2025-06-22 07:18:15.034 | DEBUG    | rocket_controller.strategies.strategy:__init__:83 - Initialized final strategy network configuration:
2025-06-22T07:18:15.034284682Z 	{'hostname_prefix': 'AMG_ProposalRoulette_G21T5R0', 'number_of_nodes': 5, 'network_partition': [], 'unl_partition': [], 'transactions': {'genesis': [{'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account1'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account2'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account3'}], 'regular': [{'peer_id': 0, 'amount': 80000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}, {'peer_id': 1, 'amount': 81000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 2, 'amount': 82000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 3, 'amount': 83000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}]}}
2025-06-22T07:18:15.042638777Z 2025-06-22 07:18:15.042 | DEBUG    | rocket_controller.iteration_type:add_iteration:342 - Stopping logLedgerResul;t
2025-06-22T07:18:15.042705082Z 2025-06-22 07:18:15.042 | DEBUG    | rocket_controller.iteration_type:add_iteration:347 - Done stopping logLedgerResul;t
2025-06-22T07:18:15.043410123Z 2025-06-22 07:18:15.043 | INFO     | rocket_controller.iteration_type:add_iteration:359 - Starting iteration 1
2025-06-22T07:18:15.043481869Z 2025-06-22 07:18:15.043 | INFO     | rocket_controller.interceptor_manager:start_new:70 - Starting interceptor
2025-06-22T07:18:15.045105595Z 2025-06-22 07:18:15.044 | INFO     | rocket_controller.iteration_type:_start_transactions:157 - Starting Transaction.
2025-06-22T07:18:35.045797974Z 2025-06-22 07:18:35.045 | INFO     | rocket_controller.iteration_type:_perform_transactions:163 - Waiting for validator nodes to be initialized...
2025-06-22T07:18:57.180622370Z 2025-06-22 07:18:57.180 | INFO     | rocket_controller.strategies.strategy:update_network:124 - Updating the strategy's network information
