2025-06-22T09:51:48.525424935Z 2025-06-22 09:51:48.525 | DEBUG    | rocket_controller.strategies.strategy:__init__:82 - Initialized final strategy parameters:
2025-06-22T09:51:48.525511959Z 	{'encoding': [3116, 3122, 2265, 2282, 865, 3946, 2153, 3140, 283, 2088, 1219, 1921, 3597, 593, 1055, 1730, 6, 346, 779, 3739, 3485, 1464, 1366, 2582, 832, 2511, 1125, 3732, 203, 1059, 3879, 333, 1475, 417, 743, 961, 3073, 3317, 3421, 3123, 2137, 2177, 1292, 798, 1149, 3947, 3869, 2133, 581, 3627, 2512, 1847, 1864, 3038, 2486, 158, 3123, 498, 3786, 290, 977, 1051, 2904, 1189, 3949, 3612, 2108, 1216, 1954, 3165, 587, 3169, 2303, 2762, 33, 3129, 2518, 249, 613, 3790, 1343, 273, 1165, 981, 147, 3056, 1969, 2620, 1763, 1123, 72, 2670, 2726, 1694, 172, 597, 2876, 2033, 302, 3078, 451, 2122, 3988, 809, 3379, 3771, 1135, 3767, 1232, 1887, 3386, 3441, 1835, 1111, 147, 3542, 1844, 642, 3190, 2112, 144, 995, 3846, 2377, 3313, 3330, 3502, 2079, 2823, 2189, 1155, 868, 3480, 2432, 2567, 3385, 44, 3584, 3276, 831]}
2025-06-22T09:51:48.525529222Z 2025-06-22 09:51:48.525 | DEBUG    | rocket_controller.strategies.strategy:__init__:83 - Initialized final strategy network configuration:
2025-06-22T09:51:48.525536275Z 	{'hostname_prefix': 'AMG_TimeRoulette_G37T1R0', 'number_of_nodes': 5, 'network_partition': [], 'unl_partition': [], 'transactions': {'genesis': [{'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account1'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account2'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account3'}], 'regular': [{'peer_id': 0, 'amount': 80000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}, {'peer_id': 1, 'amount': 81000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 2, 'amount': 82000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 3, 'amount': 83000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}]}}
2025-06-22T09:51:48.533977548Z 2025-06-22 09:51:48.533 | DEBUG    | rocket_controller.iteration_type:add_iteration:342 - Stopping logLedgerResul;t
2025-06-22T09:51:48.534006042Z 2025-06-22 09:51:48.533 | DEBUG    | rocket_controller.iteration_type:add_iteration:347 - Done stopping logLedgerResul;t
2025-06-22T09:51:48.534680214Z 2025-06-22 09:51:48.534 | INFO     | rocket_controller.iteration_type:add_iteration:359 - Starting iteration 1
2025-06-22T09:51:48.534743173Z 2025-06-22 09:51:48.534 | INFO     | rocket_controller.interceptor_manager:start_new:70 - Starting interceptor
2025-06-22T09:51:48.537355313Z 2025-06-22 09:51:48.536 | INFO     | rocket_controller.iteration_type:_start_transactions:157 - Starting Transaction.
2025-06-22T09:52:08.538096273Z 2025-06-22 09:52:08.537 | INFO     | rocket_controller.iteration_type:_perform_transactions:163 - Waiting for validator nodes to be initialized...
2025-06-22T09:52:36.159213425Z 2025-06-22 09:52:36.158 | INFO     | rocket_controller.strategies.strategy:update_network:124 - Updating the strategy's network information
2025-06-22T09:52:38.538907205Z 2025-06-22 09:52:38.538 | INFO     | rocket_controller.iteration_type:_perform_transactions:167 - Waiting for network to be initialized...
2025-06-22T09:52:38.538998797Z 2025-06-22 09:52:38.538 | INFO     | rocket_controller.iteration_type:_perform_transactions:171 - Waiting for ledger to be available before submitting transaction...
2025-06-22T09:52:53.537410624Z 2025-06-22 09:52:53.537 | INFO     | rocket_controller.iteration_type:_timeout_reached:137 - Timeout reached.
2025-06-22T09:52:53.537469555Z 2025-06-22 09:52:53.537 | INFO     | rocket_controller.iteration_type:_timeout_reached:139 - Checking correct setup
2025-06-22T09:52:53.537599500Z 2025-06-22 09:52:53.537 | INFO     | rocket_controller.iteration_type:_timeout_reached:143 - Setup went wrong, resetting entire test.
2025-06-22T09:53:00.145200881Z 2025-06-22 09:53:00.144 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 2 in 0:00:23.939537
2025-06-22T09:53:00.238621030Z 2025-06-22 09:53:00.238 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 3 validated ledger 2 in 0:00:24.026583
2025-06-22T09:53:00.336975241Z 2025-06-22 09:53:00.336 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 0 validated ledger 2 in 0:00:24.104367
2025-06-22T09:53:00.507809847Z 2025-06-22 09:53:00.507 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 2 in 0:00:24.265662
