node_id,ledger_seq,goal_ledger_seq,time_to_validation,close_time,ledger_hash,ledger_index
0,3,20,3.000352,803889030,609F17508BA6493C406A696184BA569564DB69349FB43524EF9411AE097B63F3,3
2,3,20,2.995380,803889030,609F17508BA6493C406A696184BA569564DB69349FB43524EF9411AE097B63F3,3
4,3,20,4.000562,803889030,609F17508BA6493C406A696184BA569564DB69349FB43524EF9411AE097B63F3,3
1,3,20,4.085497,803889030,609F17508BA6493C406A696184BA569564DB69349FB43524EF9411AE097B63F3,3
3,3,20,4.001696,803889030,609F17508BA6493C406A696184BA569564DB69349FB43524EF9411AE097B63F3,3
4,2,20,24.241874,803889010,56704DBF0FC98BB61FD0079CE873021E1AD242D01B8033FF806093606FE9A7EA,2
1,2,20,24.334325,803889010,56704DBF0FC98BB61FD0079CE873021E1AD242D01B8033FF806093606FE9A7EA,2
0,2,20,24.413134,803889010,56704DBF0FC98BB61FD0079CE873021E1AD242D01B8033FF806093606FE9A7EA,2
3,2,20,24.634362,803889010,56704DBF0FC98BB61FD0079CE873021E1AD242D01B8033FF806093606FE9A7EA,2
2,2,20,24.827362,803889010,56704DBF0FC98BB61FD0079CE873021E1AD242D01B8033FF806093606FE9A7EA,2
4,4,20,2.999604,803889031,CA7092385A5FD175E94429CE80B617408A21306E9B6FDDC2EF79DF390CC6F6F0,4
0,4,20,4.001794,803889031,CA7092385A5FD175E94429CE80B617408A21306E9B6FDDC2EF79DF390CC6F6F0,4
3,4,20,3.000919,803889031,CA7092385A5FD175E94429CE80B617408A21306E9B6FDDC2EF79DF390CC6F6F0,4
2,4,20,4.002153,803889031,CA7092385A5FD175E94429CE80B617408A21306E9B6FDDC2EF79DF390CC6F6F0,4
1,4,20,3.831776,803889031,CA7092385A5FD175E94429CE80B617408A21306E9B6FDDC2EF79DF390CC6F6F0,4
2,5,20,4.003280,803889040,5803D5FA6AEAEDF8386FE55F891A88B7E9A611BA1BB88C84B40314FD19B71DC8,5
4,5,20,5.001909,803889040,5803D5FA6AEAEDF8386FE55F891A88B7E9A611BA1BB88C84B40314FD19B71DC8,5
1,5,20,4.045237,803889040,5803D5FA6AEAEDF8386FE55F891A88B7E9A611BA1BB88C84B40314FD19B71DC8,5
0,5,20,5.003224,803889040,5803D5FA6AEAEDF8386FE55F891A88B7E9A611BA1BB88C84B40314FD19B71DC8,5
3,5,20,7.019036,803889040,5803D5FA6AEAEDF8386FE55F891A88B7E9A611BA1BB88C84B40314FD19B71DC8,5
4,6,20,4.002792,803889041,4B4258E25D5F9A392EA79DCECE6BC3ADEF1A7BCE65BB518619759A928706DDCE,6
0,6,20,4.001383,803889041,4B4258E25D5F9A392EA79DCECE6BC3ADEF1A7BCE65BB518619759A928706DDCE,6
2,6,20,5.002510,803889041,4B4258E25D5F9A392EA79DCECE6BC3ADEF1A7BCE65BB518619759A928706DDCE,6
1,6,20,4.958368,803889041,4B4258E25D5F9A392EA79DCECE6BC3ADEF1A7BCE65BB518619759A928706DDCE,6
3,6,20,2.986014,803889041,4B4258E25D5F9A392EA79DCECE6BC3ADEF1A7BCE65BB518619759A928706DDCE,6
4,7,20,7.002301,803889050,B09886F233C1F126A56AFAF9DBB94BDEC47E41524AF93080B9608DD7273B3762,7
1,7,20,6.073631,803889050,1196DF1BAB4BB3710BB3B8F4DAAB2A99E41B2E7E5D17C0092E9B91C5F0D3E9FD,7
3,7,20,6.002718,803889050,B09886F233C1F126A56AFAF9DBB94BDEC47E41524AF93080B9608DD7273B3762,7
0,7,20,8.003294,803889050,B09886F233C1F126A56AFAF9DBB94BDEC47E41524AF93080B9608DD7273B3762,7
2,7,20,8.006025,803889050,482C939D08B315306A95DDD5EAADA91A3801466D3C9FF42CF1243E87F6124A73,7
4,8,20,8.007179,803889051,6338E5BC3AAC4AC2856EA44038F29005A75C346D9FB2F97BC06693270F419901,8
3,8,20,8.006416,803889051,6338E5BC3AAC4AC2856EA44038F29005A75C346D9FB2F97BC06693270F419901,8
1,8,20,8.939460,803889051,6338E5BC3AAC4AC2856EA44038F29005A75C346D9FB2F97BC06693270F419901,8
0,8,20,8.005094,803889051,6338E5BC3AAC4AC2856EA44038F29005A75C346D9FB2F97BC06693270F419901,8
2,8,20,10.018726,803889051,6338E5BC3AAC4AC2856EA44038F29005A75C346D9FB2F97BC06693270F419901,8
4,9,20,4.000969,803889060,D1E12D1C55A923080F3051E95D96CAB19D0838D878D81EF9EAED5F3DE6044C6D,9
1,9,20,3.073784,803889060,D1E12D1C55A923080F3051E95D96CAB19D0838D878D81EF9EAED5F3DE6044C6D,9
0,9,20,3.001454,803889060,D1E12D1C55A923080F3051E95D96CAB19D0838D878D81EF9EAED5F3DE6044C6D,9
3,9,20,4.003056,803889060,D1E12D1C55A923080F3051E95D96CAB19D0838D878D81EF9EAED5F3DE6044C6D,9
2,9,20,2.994964,803889060,D1E12D1C55A923080F3051E95D96CAB19D0838D878D81EF9EAED5F3DE6044C6D,9
1,10,20,2.928132,803889070,6E4A3AF81FC87D6D084C7A66BAFAB11CDBED554DB05DC94522E14E7BB292283E,10
0,10,20,3.002042,803889070,6E4A3AF81FC87D6D084C7A66BAFAB11CDBED554DB05DC94522E14E7BB292283E,10
3,10,20,2.999280,803889070,6E4A3AF81FC87D6D084C7A66BAFAB11CDBED554DB05DC94522E14E7BB292283E,10
4,10,20,4.003799,803889070,6E4A3AF81FC87D6D084C7A66BAFAB11CDBED554DB05DC94522E14E7BB292283E,10
2,10,20,2.005768,803889070,6E4A3AF81FC87D6D084C7A66BAFAB11CDBED554DB05DC94522E14E7BB292283E,10
1,11,20,3.001448,803889071,0EE96E2C487D113D5613A82538EC34BA376FD739410D6BA29DDBF1E887D2453C,11
0,11,20,3.001245,803889071,0EE96E2C487D113D5613A82538EC34BA376FD739410D6BA29DDBF1E887D2453C,11
3,11,20,3.001897,803889071,0EE96E2C487D113D5613A82538EC34BA376FD739410D6BA29DDBF1E887D2453C,11
2,11,20,2.040275,803889071,0EE96E2C487D113D5613A82538EC34BA376FD739410D6BA29DDBF1E887D2453C,11
4,11,20,3.000189,803889071,0EE96E2C487D113D5613A82538EC34BA376FD739410D6BA29DDBF1E887D2453C,11
1,12,20,3.001668,803889072,17C13BC2D9CAF37E61EAE90EF9AFB62CAA48015DB74F1074DEBF8EC07BC2B039,12
0,12,20,3.001922,803889072,17C13BC2D9CAF37E61EAE90EF9AFB62CAA48015DB74F1074DEBF8EC07BC2B039,12
3,12,20,3.000927,803889072,17C13BC2D9CAF37E61EAE90EF9AFB62CAA48015DB74F1074DEBF8EC07BC2B039,12
2,12,20,2.957093,803889072,17C13BC2D9CAF37E61EAE90EF9AFB62CAA48015DB74F1074DEBF8EC07BC2B039,12
4,12,20,3.001082,803889072,17C13BC2D9CAF37E61EAE90EF9AFB62CAA48015DB74F1074DEBF8EC07BC2B039,12
1,13,20,3.000268,803889073,73136EA048F32BAA1ACF64AAFC9F1A2417257B4A74574131265B4BBC03C03A42,13
0,13,20,3.001622,803889073,73136EA048F32BAA1ACF64AAFC9F1A2417257B4A74574131265B4BBC03C03A42,13
3,13,20,3.000984,803889073,73136EA048F32BAA1ACF64AAFC9F1A2417257B4A74574131265B4BBC03C03A42,13
2,13,20,3.001690,803889073,73136EA048F32BAA1ACF64AAFC9F1A2417257B4A74574131265B4BBC03C03A42,13
4,13,20,3.001683,803889073,73136EA048F32BAA1ACF64AAFC9F1A2417257B4A74574131265B4BBC03C03A42,13
1,14,20,3.001903,803889080,DD8BC1AB7FCE5B967817325087EE1FBFD0CA8071996915CBFE88423DD95CFDF8,14
0,14,20,3.001153,803889080,DD8BC1AB7FCE5B967817325087EE1FBFD0CA8071996915CBFE88423DD95CFDF8,14
3,14,20,3.001480,803889080,DD8BC1AB7FCE5B967817325087EE1FBFD0CA8071996915CBFE88423DD95CFDF8,14
2,14,20,3.000857,803889080,DD8BC1AB7FCE5B967817325087EE1FBFD0CA8071996915CBFE88423DD95CFDF8,14
4,14,20,3.001310,803889080,DD8BC1AB7FCE5B967817325087EE1FBFD0CA8071996915CBFE88423DD95CFDF8,14
1,15,20,3.001773,803889081,178729914E8D662504966DE92707B062EEBE0CDEBF67329C6C571205CB956362,15
0,15,20,3.001529,803889081,178729914E8D662504966DE92707B062EEBE0CDEBF67329C6C571205CB956362,15
3,15,20,3.001690,803889081,178729914E8D662504966DE92707B062EEBE0CDEBF67329C6C571205CB956362,15
2,15,20,3.001521,803889081,178729914E8D662504966DE92707B062EEBE0CDEBF67329C6C571205CB956362,15
4,15,20,3.001006,803889081,178729914E8D662504966DE92707B062EEBE0CDEBF67329C6C571205CB956362,15
1,16,20,3.000929,803889082,8031CF4AE975C4AD1008B5995C87AE186F624737372E27E5BAA97A930D9C6FBF,16
0,16,20,3.000823,803889082,8031CF4AE975C4AD1008B5995C87AE186F624737372E27E5BAA97A930D9C6FBF,16
3,16,20,3.000704,803889082,8031CF4AE975C4AD1008B5995C87AE186F624737372E27E5BAA97A930D9C6FBF,16
2,16,20,3.001699,803889082,8031CF4AE975C4AD1008B5995C87AE186F624737372E27E5BAA97A930D9C6FBF,16
4,16,20,3.001701,803889082,8031CF4AE975C4AD1008B5995C87AE186F624737372E27E5BAA97A930D9C6FBF,16
1,17,20,3.001982,803889090,4A0E5A773678E11EDE9341CA126396278369C82A99F35EC30C209662CC2EE47A,17
0,17,20,3.002635,803889090,4A0E5A773678E11EDE9341CA126396278369C82A99F35EC30C209662CC2EE47A,17
3,17,20,3.001237,803889090,4A0E5A773678E11EDE9341CA126396278369C82A99F35EC30C209662CC2EE47A,17
2,17,20,3.001714,803889090,4A0E5A773678E11EDE9341CA126396278369C82A99F35EC30C209662CC2EE47A,17
4,17,20,3.001684,803889090,4A0E5A773678E11EDE9341CA126396278369C82A99F35EC30C209662CC2EE47A,17
1,18,20,3.001232,803889091,ECCA49C0DACA6016872A7CB0BDB5C7E43418D92FF938711366AD64C6B4AEAA5C,18
0,18,20,3.001243,803889091,ECCA49C0DACA6016872A7CB0BDB5C7E43418D92FF938711366AD64C6B4AEAA5C,18
3,18,20,3.002016,803889091,ECCA49C0DACA6016872A7CB0BDB5C7E43418D92FF938711366AD64C6B4AEAA5C,18
2,18,20,3.001261,803889091,ECCA49C0DACA6016872A7CB0BDB5C7E43418D92FF938711366AD64C6B4AEAA5C,18
4,18,20,3.000938,803889091,ECCA49C0DACA6016872A7CB0BDB5C7E43418D92FF938711366AD64C6B4AEAA5C,18
1,19,20,3.000818,803889092,0F8F75A5F5D360B5B8AD83B2DDBC1EC66D9FA90F9D8BEF63911F7CA248464074,19
0,19,20,3.000938,803889092,0F8F75A5F5D360B5B8AD83B2DDBC1EC66D9FA90F9D8BEF63911F7CA248464074,19
3,19,20,3.001931,803889092,0F8F75A5F5D360B5B8AD83B2DDBC1EC66D9FA90F9D8BEF63911F7CA248464074,19
2,19,20,3.000644,803889092,0F8F75A5F5D360B5B8AD83B2DDBC1EC66D9FA90F9D8BEF63911F7CA248464074,19
4,19,20,3.001694,803889092,0F8F75A5F5D360B5B8AD83B2DDBC1EC66D9FA90F9D8BEF63911F7CA248464074,19
1,20,20,3.001586,803889100,06CEFA8A68592C0151917FF62A721F695570D504B4A93B49AE32ED70FCB35AAF,20
0,20,20,3.001516,803889100,06CEFA8A68592C0151917FF62A721F695570D504B4A93B49AE32ED70FCB35AAF,20
3,20,20,3.001020,803889100,06CEFA8A68592C0151917FF62A721F695570D504B4A93B49AE32ED70FCB35AAF,20
2,20,20,3.002351,803889100,06CEFA8A68592C0151917FF62A721F695570D504B4A93B49AE32ED70FCB35AAF,20
4,20,20,3.000434,803889100,06CEFA8A68592C0151917FF62A721F695570D504B4A93B49AE32ED70FCB35AAF,20
