2025-06-22T00:13:33.260080563Z 2025-06-22 00:13:33.259 | DEBUG    | rocket_controller.strategies.strategy:__init__:82 - Initialized final strategy parameters:
2025-06-22T00:13:33.260119787Z 	{'encoding': [1774, 299, 1132, 1548, 1733, 2427, 1828, 3640, 2798, 1981, 1561, 2579, 269, 3446, 861, 684, 1671, 1443, 3529, 1676, 391, 3199, 150, 1536, 288, 1724, 472, 671, 972, 1092, 86, 2049, 1405, 3034, 2542, 1375, 2852, 3026, 3429, 1460, 13, 3140, 518, 900, 1494, 419, 1845, 1645, 1248, 2596, 1770, 790, 1528, 2406, 723, 20, 1471, 3305, 617, 69, 744, 849, 3021, 1914, 1920, 96, 1881, 3890, 2285, 1130, 413, 1881, 3105, 3360, 2987, 1992, 1357, 2714, 578, 2883, 2827, 3745, 1157, 162, 3693, 1972, 2749, 2891, 3026, 2524, 1976, 3031, 3542, 3493, 2985, 913, 1357, 3543, 3218, 2594, 2689, 1725, 1049, 2406, 3753, 2492, 1884, 3863, 2653, 1068, 844, 243, 2535, 3032, 113, 248, 1760, 1031, 3284, 1733, 3757, 2311, 1956, 2038, 1122, 1547, 1113, 2980, 65, 3529, 3919, 1457, 305, 3761, 3951, 2133, 413, 1529, 1075, 579]}
2025-06-22T00:13:33.260195039Z 2025-06-22 00:13:33.260 | DEBUG    | rocket_controller.strategies.strategy:__init__:83 - Initialized final strategy network configuration:
2025-06-22T00:13:33.260213023Z 	{'hostname_prefix': 'AMG_TimeElitism_G19T5R0', 'number_of_nodes': 5, 'network_partition': [], 'unl_partition': [], 'transactions': {'genesis': [{'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account1'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account2'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account3'}], 'regular': [{'peer_id': 0, 'amount': 80000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}, {'peer_id': 1, 'amount': 81000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 2, 'amount': 82000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 3, 'amount': 83000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}]}}
2025-06-22T00:13:33.275846944Z 2025-06-22 00:13:33.275 | DEBUG    | rocket_controller.iteration_type:add_iteration:342 - Stopping logLedgerResul;t
2025-06-22T00:13:33.275945570Z 2025-06-22 00:13:33.275 | DEBUG    | rocket_controller.iteration_type:add_iteration:347 - Done stopping logLedgerResul;t
2025-06-22T00:13:33.276754887Z 2025-06-22 00:13:33.276 | INFO     | rocket_controller.iteration_type:add_iteration:359 - Starting iteration 1
2025-06-22T00:13:33.276778472Z 2025-06-22 00:13:33.276 | INFO     | rocket_controller.interceptor_manager:start_new:70 - Starting interceptor
2025-06-22T00:13:33.278417615Z 2025-06-22 00:13:33.278 | INFO     | rocket_controller.iteration_type:_start_transactions:157 - Starting Transaction.
2025-06-22T00:13:53.279078120Z 2025-06-22 00:13:53.278 | INFO     | rocket_controller.iteration_type:_perform_transactions:163 - Waiting for validator nodes to be initialized...
2025-06-22T00:14:14.913670715Z 2025-06-22 00:14:14.913 | INFO     | rocket_controller.strategies.strategy:update_network:124 - Updating the strategy's network information
2025-06-22T00:14:18.279949596Z 2025-06-22 00:14:18.279 | INFO     | rocket_controller.iteration_type:_perform_transactions:167 - Waiting for network to be initialized...
2025-06-22T00:14:18.279992417Z 2025-06-22 00:14:18.279 | INFO     | rocket_controller.iteration_type:_perform_transactions:171 - Waiting for ledger to be available before submitting transaction...
2025-06-22T00:14:38.278658941Z 2025-06-22 00:14:38.278 | INFO     | rocket_controller.iteration_type:_timeout_reached:137 - Timeout reached.
2025-06-22T00:14:38.278716961Z 2025-06-22 00:14:38.278 | INFO     | rocket_controller.iteration_type:_timeout_reached:139 - Checking correct setup
2025-06-22T00:14:38.278752378Z 2025-06-22 00:14:38.278 | INFO     | rocket_controller.iteration_type:_timeout_reached:143 - Setup went wrong, resetting entire test.
2025-06-22T00:14:40.162328758Z 2025-06-22 00:14:40.162 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 4 validated ledger 2 in 0:00:25.202748
2025-06-22T00:14:40.545054307Z 2025-06-22 00:14:40.544 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 0 validated ledger 2 in 0:00:25.555288
2025-06-22T00:14:40.784082769Z 2025-06-22 00:14:40.783 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 3 validated ledger 2 in 0:00:25.829550
2025-06-22T00:14:40.857737315Z 2025-06-22 00:14:40.857 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 2 in 0:00:25.872904
2025-06-22T00:14:40.933837312Z 2025-06-22 00:14:40.933 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 2 in 0:00:25.945054
2025-06-22T00:14:42.282726413Z 2025-06-22 00:14:42.282 | INFO     | rocket_controller.iteration_type:_perform_transactions:177 - Attempting to submit 3 Genesis Transactions and 4 Regular Transactions to the network.
2025-06-22T00:14:42.282801906Z 2025-06-22 00:14:42.282 | INFO     | rocket_controller.iteration_type:_perform_transactions:187 - Sending 100001000000 from None to Account1 using peer 1...
2025-06-22T00:14:42.288550809Z 2025-06-22 00:14:42.288 | INFO     | rocket_controller.iteration_type:_perform_transactions:187 - Sending 100001000000 from None to Account2 using peer 1...
2025-06-22T00:14:42.299443952Z 2025-06-22 00:14:42.299 | INFO     | rocket_controller.iteration_type:_perform_transactions:187 - Sending 100001000000 from None to Account3 using peer 1...
2025-06-22T00:14:42.329268247Z 2025-06-22 00:14:42.328 | INFO     | rocket_controller.network_manager:get_account:428 - Creating account Account1 with seed snB4sbPMwV8ftxwnxoYnKPH1uusVv and address r37SL6LL3taPqLN4FiYpvyLj3y9eHci89q
2025-06-22T00:14:42.355383303Z 2025-06-22 00:14:42.355 | INFO     | rocket_controller.network_manager:get_account:428 - Creating account Account2 with seed snamKoSUMtfxfQS7SKovoy4keNbq3 and address rnaQVZQj4J8iTh5Y8NYunvfXyy9RdLdunT
2025-06-22T00:14:42.358441632Z 2025-06-22 00:14:42.358 | INFO     | rocket_controller.network_manager:get_account:428 - Creating account Account3 with seed snQjPrnfFYduy1yEo97VDxTQ9Rtez and address rEchBape6c8mutrSZEVZtzSsMYScAYcvVV
2025-06-22T00:14:43.506881905Z 2025-06-22 00:14:43.506 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 0 validated ledger 3 in 0:00:02.999991
2025-06-22T00:14:44.846954222Z 2025-06-22 00:14:44.846 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 3 validated ledger 3 in 0:00:04.001893
2025-06-22T00:14:44.934086844Z 2025-06-22 00:14:44.933 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 3 in 0:00:04.062161
2025-06-22T00:14:45.055129602Z 2025-06-22 00:14:45.054 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 3 in 0:00:04.077232
2025-06-22T00:14:45.061184863Z 2025-06-22 00:14:45.060 | INFO     | rocket_controller.iteration_type:perform_transaction:248 - Transaction CCAF47398D43D1B290D2B34387E5F3DB8D96FBACCE493C422B460BD7D8860CBC submitted successfully
2025-06-22T00:14:45.158949174Z 2025-06-22 00:14:45.158 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 4 validated ledger 3 in 0:00:05.000169
2025-06-22T00:14:45.818898424Z 2025-06-22 00:14:45.818 | INFO     | rocket_controller.iteration_type:perform_transaction:248 - Transaction 47557692CF3D99476DBDA1C431B33CC4094CF293B394DFDE3457818A972D62D2 submitted successfully
2025-06-22T00:14:46.745357977Z 2025-06-22 00:14:46.744 | INFO     | rocket_controller.iteration_type:perform_transaction:248 - Transaction 63D126FB4EDF1C70B6DDBDF5EB40572EDD0FBD64A2F3657D0EE80241D6E419A3 submitted successfully
2025-06-22T00:14:48.532824806Z 2025-06-22 00:14:48.532 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 0 validated ledger 4 in 0:00:05.002668
