2025-06-21T19:34:56.157689721Z 2025-06-21 19:34:56.156 | DEBUG    | rocket_controller.strategies.strategy:__init__:82 - Initialized final strategy parameters:
2025-06-21T19:34:56.157779570Z 	{'encoding': [1417, 1059, 1003, 1402, 2096, 2603, 1366, 2559, 2285, 3667, 2882, 1222, 2566, 80, 2694, 2344, 21, 3911, 3799, 2249, 101, 1886, 3618, 1124, 2505, 2299, 907, 77, 2493, 3914, 325, 869, 1066, 3625, 3090, 708, 945, 2624, 1480, 3428, 2056, 44, 2651, 2077, 3069, 905, 1554, 536, 3004, 860, 2748, 1311, 387, 229, 3085, 1330, 3629, 668, 2047, 2043, 2855, 2767, 2247, 3052, 982, 415, 62, 1909, 1853, 2959, 491, 2778, 3062, 29, 322, 526, 527, 3717, 435, 1836, 3856, 915, 425, 140, 1147, 3306, 3465, 2959, 2195, 3022, 3032, 2823, 2506, 1001, 3036, 3289, 2671, 3705, 3722, 694, 714, 1589, 2451, 831, 1584, 1878, 197, 2437, 2621, 2694, 2067, 3714, 2750, 3787, 3701, 2842, 1899, 1749, 3693, 1992, 3062, 1290, 3100, 13, 1914, 3944, 1468, 1822, 2058, 3280, 1212, 3625, 846, 2655, 735, 131, 30, 3787, 3783, 3233]}
2025-06-21T19:34:56.157798857Z 2025-06-21 19:34:56.156 | DEBUG    | rocket_controller.strategies.strategy:__init__:83 - Initialized final strategy network configuration:
2025-06-21T19:34:56.157810859Z 	{'hostname_prefix': 'AMG_TournamentDCD_G39T1R0', 'number_of_nodes': 5, 'network_partition': [], 'unl_partition': [], 'transactions': {'genesis': [{'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account1'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account2'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account3'}], 'regular': [{'peer_id': 0, 'amount': 80000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}, {'peer_id': 1, 'amount': 81000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 2, 'amount': 82000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 3, 'amount': 83000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}]}}
2025-06-21T19:34:56.166870092Z 2025-06-21 19:34:56.164 | DEBUG    | rocket_controller.iteration_type:add_iteration:342 - Stopping logLedgerResul;t
2025-06-21T19:34:56.166896692Z 2025-06-21 19:34:56.164 | DEBUG    | rocket_controller.iteration_type:add_iteration:347 - Done stopping logLedgerResul;t
2025-06-21T19:34:56.166905849Z 2025-06-21 19:34:56.165 | INFO     | rocket_controller.iteration_type:add_iteration:359 - Starting iteration 1
2025-06-21T19:34:56.166914185Z 2025-06-21 19:34:56.165 | INFO     | rocket_controller.interceptor_manager:start_new:70 - Starting interceptor
2025-06-21T19:34:56.167231263Z 2025-06-21 19:34:56.167 | INFO     | rocket_controller.iteration_type:_start_transactions:157 - Starting Transaction.
2025-06-21T19:35:16.168043989Z 2025-06-21 19:35:16.167 | INFO     | rocket_controller.iteration_type:_perform_transactions:163 - Waiting for validator nodes to be initialized...
2025-06-21T19:35:44.713720211Z 2025-06-21 19:35:44.712 | INFO     | rocket_controller.strategies.strategy:update_network:124 - Updating the strategy's network information
2025-06-21T19:35:46.168916068Z 2025-06-21 19:35:46.168 | INFO     | rocket_controller.iteration_type:_perform_transactions:167 - Waiting for network to be initialized...
2025-06-21T19:35:46.168977794Z 2025-06-21 19:35:46.168 | INFO     | rocket_controller.iteration_type:_perform_transactions:171 - Waiting for ledger to be available before submitting transaction...
2025-06-21T19:36:01.167531130Z 2025-06-21 19:36:01.167 | INFO     | rocket_controller.iteration_type:_timeout_reached:137 - Timeout reached.
2025-06-21T19:36:01.167604589Z 2025-06-21 19:36:01.167 | INFO     | rocket_controller.iteration_type:_timeout_reached:139 - Checking correct setup
2025-06-21T19:36:01.167702774Z 2025-06-21 19:36:01.167 | INFO     | rocket_controller.iteration_type:_timeout_reached:143 - Setup went wrong, resetting entire test.
2025-06-21T19:36:10.631789481Z 2025-06-21 19:36:10.631 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 3 validated ledger 2 in 0:00:25.868671
2025-06-21T19:36:10.751074516Z 2025-06-21 19:36:10.750 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 0 validated ledger 2 in 0:00:25.961612
2025-06-21T19:36:10.791837101Z 2025-06-21 19:36:10.791 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 2 in 0:00:26.039080
2025-06-21T19:36:10.887820315Z 2025-06-21 19:36:10.887 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 4 validated ledger 2 in 0:00:26.114704
2025-06-21T19:36:11.052536849Z 2025-06-21 19:36:11.052 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 2 in 0:00:26.260431
