2025-06-21T15:30:20.577519965Z 2025-06-21 15:30:20.577 | DEBUG    | rocket_controller.strategies.strategy:__init__:82 - Initialized final strategy parameters:
2025-06-21T15:30:20.577566122Z 	{'encoding': [3040, 2031, 1651, 546, 2427, 1553, 185, 1615, 1277, 1189, 3734, 3951, 3845, 2374, 578, 428, 3435, 1225, 2376, 1311, 2010, 2199, 1867, 3898, 1606, 247, 2451, 3720, 3176, 1378, 1318, 652, 365, 582, 916, 2525, 3083, 370, 1861, 2605, 996, 1623, 96, 3358, 99, 3148, 2200, 789, 192, 3695, 1170, 3069, 1987, 1208, 2580, 3154, 3079, 3958, 837, 1324, 630, 3806, 3197, 3433, 281, 646, 3009, 1088, 886, 1956, 827, 1607, 533, 827, 277, 2714, 1716, 2641, 132, 979, 1910, 1230, 3463, 383, 922, 641, 1734, 3920, 3593, 1481, 1446, 2845, 1543, 1628, 1349, 2944, 3238, 337, 558, 1342, 771, 2780, 332, 96, 445, 3282, 3712, 3609, 719, 441, 2747, 1970, 2364, 71, 777, 2354, 887, 3684, 2961, 2193, 300, 1839, 3728, 2637, 1294, 2813, 2998, 1172, 3784, 1854, 2576, 3831, 3420, 3996, 1425, 906, 3735, 2308, 2022, 3144]}
2025-06-21T15:30:20.577591590Z 2025-06-21 15:30:20.577 | DEBUG    | rocket_controller.strategies.strategy:__init__:83 - Initialized final strategy network configuration:
2025-06-21T15:30:20.577599836Z 	{'hostname_prefix': 'AMG_TournamentDCD_G7T6R0', 'number_of_nodes': 5, 'network_partition': [], 'unl_partition': [], 'transactions': {'genesis': [{'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account1'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account2'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account3'}], 'regular': [{'peer_id': 0, 'amount': 80000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}, {'peer_id': 1, 'amount': 81000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 2, 'amount': 82000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 3, 'amount': 83000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}]}}
2025-06-21T15:30:20.586679940Z 2025-06-21 15:30:20.586 | DEBUG    | rocket_controller.iteration_type:add_iteration:342 - Stopping logLedgerResul;t
2025-06-21T15:30:20.586750965Z 2025-06-21 15:30:20.586 | DEBUG    | rocket_controller.iteration_type:add_iteration:347 - Done stopping logLedgerResul;t
2025-06-21T15:30:20.587481906Z 2025-06-21 15:30:20.587 | INFO     | rocket_controller.iteration_type:add_iteration:359 - Starting iteration 1
2025-06-21T15:30:20.587545796Z 2025-06-21 15:30:20.587 | INFO     | rocket_controller.interceptor_manager:start_new:70 - Starting interceptor
2025-06-21T15:30:20.588681542Z 2025-06-21 15:30:20.588 | INFO     | rocket_controller.iteration_type:_start_transactions:157 - Starting Transaction.
2025-06-21T15:30:40.589292838Z 2025-06-21 15:30:40.588 | INFO     | rocket_controller.iteration_type:_perform_transactions:163 - Waiting for validator nodes to be initialized...
2025-06-21T15:31:07.520620197Z 2025-06-21 15:31:07.520 | INFO     | rocket_controller.strategies.strategy:update_network:124 - Updating the strategy's network information
2025-06-21T15:31:10.590101568Z 2025-06-21 15:31:10.589 | INFO     | rocket_controller.iteration_type:_perform_transactions:167 - Waiting for network to be initialized...
2025-06-21T15:31:10.590154638Z 2025-06-21 15:31:10.590 | INFO     | rocket_controller.iteration_type:_perform_transactions:171 - Waiting for ledger to be available before submitting transaction...
2025-06-21T15:31:25.589168348Z 2025-06-21 15:31:25.588 | INFO     | rocket_controller.iteration_type:_timeout_reached:137 - Timeout reached.
2025-06-21T15:31:25.589321537Z 2025-06-21 15:31:25.589 | INFO     | rocket_controller.iteration_type:_timeout_reached:139 - Checking correct setup
2025-06-21T15:31:25.589362705Z 2025-06-21 15:31:25.589 | INFO     | rocket_controller.iteration_type:_timeout_reached:143 - Setup went wrong, resetting entire test.
2025-06-21T15:31:30.336599990Z 2025-06-21 15:31:30.336 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 3 validated ledger 2 in 0:00:22.768133
2025-06-21T15:31:30.381537315Z 2025-06-21 15:31:30.381 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 2 in 0:00:22.817902
2025-06-21T15:31:30.452107875Z 2025-06-21 15:31:30.451 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 2 in 0:00:22.862304
2025-06-21T15:31:30.551309275Z 2025-06-21 15:31:30.551 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 0 validated ledger 2 in 0:00:22.992490
2025-06-21T15:31:30.893451855Z 2025-06-21 15:31:30.893 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 4 validated ledger 2 in 0:00:23.292376
2025-06-21T15:31:32.592902795Z 2025-06-21 15:31:32.592 | INFO     | rocket_controller.iteration_type:_perform_transactions:177 - Attempting to submit 3 Genesis Transactions and 4 Regular Transactions to the network.
2025-06-21T15:31:32.593053159Z 2025-06-21 15:31:32.592 | INFO     | rocket_controller.iteration_type:_perform_transactions:187 - Sending 100001000000 from None to Account1 using peer 1...
2025-06-21T15:31:32.593764794Z 2025-06-21 15:31:32.593 | INFO     | rocket_controller.iteration_type:_perform_transactions:187 - Sending 100001000000 from None to Account2 using peer 1...
2025-06-21T15:31:32.604571098Z 2025-06-21 15:31:32.604 | INFO     | rocket_controller.iteration_type:_perform_transactions:187 - Sending 100001000000 from None to Account3 using peer 1...
2025-06-21T15:31:32.651371242Z 2025-06-21 15:31:32.651 | INFO     | rocket_controller.network_manager:get_account:428 - Creating account Account2 with seed sp5nA58uHFEXitU97D9mC1nLHuxXx and address r9i8j4LNjJyLd16KbSWBPdonfEDVG1brJQ
2025-06-21T15:31:32.664602539Z 2025-06-21 15:31:32.651 | INFO     | rocket_controller.network_manager:get_account:428 - Creating account Account1 with seed sn8hBocxMwf14CjEhFpJhprF1iuWK and address rsZ8KZ3oHPzQo4546RrKcVdnVhwiUrhy2a
2025-06-21T15:31:32.665436745Z 2025-06-21 15:31:32.664 | INFO     | rocket_controller.network_manager:get_account:428 - Creating account Account3 with seed ss3FAwC74tbzuXuh9vbeV41aKoHN7 and address rJYCuZWw3FPx6n9XshWxSGCBAPuGZznfjH
2025-06-21T15:31:33.178560808Z 2025-06-21 15:31:33.178 | INFO     | rocket_controller.iteration_type:perform_transaction:248 - Transaction B7DDDAA2A010DD22B3EB29D22EA71E0607E3768BA7EF0A2ED7EA05AA76BAD363 submitted successfully
2025-06-21T15:31:33.448396767Z 2025-06-21 15:31:33.447 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 3 in 0:00:02.992996
2025-06-21T15:31:33.952655702Z 2025-06-21 15:31:33.952 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 4 validated ledger 3 in 0:00:03.000183
2025-06-21T15:31:34.090080261Z 2025-06-21 15:31:34.089 | INFO     | rocket_controller.iteration_type:perform_transaction:248 - Transaction ED4354C71E35A605A3FD25388B335C40E94FDA47864699032E390A49E505D783 submitted successfully
2025-06-21T15:31:34.340602292Z 2025-06-21 15:31:34.340 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 3 in 0:00:03.965343
2025-06-21T15:31:34.585043535Z 2025-06-21 15:31:34.584 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 0 validated ledger 3 in 0:00:04.000451
2025-06-21T15:31:34.825103881Z 2025-06-21 15:31:34.824 | INFO     | rocket_controller.iteration_type:perform_transaction:248 - Transaction D3C6569232182BB80D9A2638DC70328E2DD04FD5B0383A7B0E310340CD6755FD submitted successfully
2025-06-21T15:31:35.349371395Z 2025-06-21 15:31:35.349 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 3 validated ledger 3 in 0:00:04.999973
