node_id,sender account alias,receiver account alias,amount,tx_hash,validated
0,None,Account3,100001000000,FF60D67250A41D5B4CEB58B10F6F239C1936A3C48CA6A2ECFF49D22EBD9D1BBD,True
0,None,Account2,100001000000,BD091712B172AEB5FCDC4EA4E2BD568457184A56E3F85F9BA296BE71ADDDFC05,True
0,None,Account1,100001000000,572EDE5BF96EF462D717BC2956BEBD12C39D48CE8726A8EDB1EE3E80797B0537,True
0,Account1,Account3,81000000000,B6DFECBF40923C9A849D979BC96552E8FD7686194A3E30802FB7B8384342FE54,True
0,Account1,Account2,83000000000,82B22822788654B854B52C9E2FED03B0C112271C60FE5EB225FCE0ECB7B81CC8,False
0,Account1,Account3,82000000000,A1902E40A17BCA9A3F6152FED7E69CD2B662E92EE33614CD82E646C92C2328B7,False
0,Account1,Account2,80000000000,9FB64CC0F2DE6E2E84FA47F5FE3F7F17098A623F94988644548CE086CE926816,True
1,None,Account3,100001000000,FF60D67250A41D5B4CEB58B10F6F239C1936A3C48CA6A2ECFF49D22EBD9D1BBD,True
1,None,Account2,100001000000,BD091712B172AEB5FCDC4EA4E2BD568457184A56E3F85F9BA296BE71ADDDFC05,True
1,None,Account1,100001000000,572EDE5BF96EF462D717BC2956BEBD12C39D48CE8726A8EDB1EE3E80797B0537,True
1,Account1,Account3,81000000000,B6DFECBF40923C9A849D979BC96552E8FD7686194A3E30802FB7B8384342FE54,True
1,Account1,Account2,83000000000,82B22822788654B854B52C9E2FED03B0C112271C60FE5EB225FCE0ECB7B81CC8,False
1,Account1,Account3,82000000000,A1902E40A17BCA9A3F6152FED7E69CD2B662E92EE33614CD82E646C92C2328B7,False
1,Account1,Account2,80000000000,9FB64CC0F2DE6E2E84FA47F5FE3F7F17098A623F94988644548CE086CE926816,True
2,None,Account3,100001000000,FF60D67250A41D5B4CEB58B10F6F239C1936A3C48CA6A2ECFF49D22EBD9D1BBD,True
2,None,Account2,100001000000,BD091712B172AEB5FCDC4EA4E2BD568457184A56E3F85F9BA296BE71ADDDFC05,True
2,None,Account1,100001000000,572EDE5BF96EF462D717BC2956BEBD12C39D48CE8726A8EDB1EE3E80797B0537,True
2,Account1,Account3,81000000000,B6DFECBF40923C9A849D979BC96552E8FD7686194A3E30802FB7B8384342FE54,True
2,Account1,Account2,83000000000,82B22822788654B854B52C9E2FED03B0C112271C60FE5EB225FCE0ECB7B81CC8,False
2,Account1,Account3,82000000000,A1902E40A17BCA9A3F6152FED7E69CD2B662E92EE33614CD82E646C92C2328B7,False
2,Account1,Account2,80000000000,9FB64CC0F2DE6E2E84FA47F5FE3F7F17098A623F94988644548CE086CE926816,True
3,None,Account3,100001000000,FF60D67250A41D5B4CEB58B10F6F239C1936A3C48CA6A2ECFF49D22EBD9D1BBD,True
3,None,Account2,100001000000,BD091712B172AEB5FCDC4EA4E2BD568457184A56E3F85F9BA296BE71ADDDFC05,True
3,None,Account1,100001000000,572EDE5BF96EF462D717BC2956BEBD12C39D48CE8726A8EDB1EE3E80797B0537,True
3,Account1,Account3,81000000000,B6DFECBF40923C9A849D979BC96552E8FD7686194A3E30802FB7B8384342FE54,True
3,Account1,Account2,83000000000,82B22822788654B854B52C9E2FED03B0C112271C60FE5EB225FCE0ECB7B81CC8,False
3,Account1,Account3,82000000000,A1902E40A17BCA9A3F6152FED7E69CD2B662E92EE33614CD82E646C92C2328B7,False
3,Account1,Account2,80000000000,9FB64CC0F2DE6E2E84FA47F5FE3F7F17098A623F94988644548CE086CE926816,True
4,None,Account3,100001000000,FF60D67250A41D5B4CEB58B10F6F239C1936A3C48CA6A2ECFF49D22EBD9D1BBD,True
4,None,Account2,100001000000,BD091712B172AEB5FCDC4EA4E2BD568457184A56E3F85F9BA296BE71ADDDFC05,True
4,None,Account1,100001000000,572EDE5BF96EF462D717BC2956BEBD12C39D48CE8726A8EDB1EE3E80797B0537,True
4,Account1,Account3,81000000000,B6DFECBF40923C9A849D979BC96552E8FD7686194A3E30802FB7B8384342FE54,True
4,Account1,Account2,83000000000,82B22822788654B854B52C9E2FED03B0C112271C60FE5EB225FCE0ECB7B81CC8,False
4,Account1,Account3,82000000000,A1902E40A17BCA9A3F6152FED7E69CD2B662E92EE33614CD82E646C92C2328B7,False
4,Account1,Account2,80000000000,9FB64CC0F2DE6E2E84FA47F5FE3F7F17098A623F94988644548CE086CE926816,True
