2025-06-21T23:18:40.751764816Z 2025-06-21 23:18:40.751 | DEBUG    | rocket_controller.strategies.strategy:__init__:82 - Initialized final strategy parameters:
2025-06-21T23:18:40.751826863Z 	{'encoding': [965, 2124, 3883, 681, 2542, 3222, 683, 2055, 3098, 2012, 291, 3224, 739, 3765, 380, 2987, 555, 725, 1773, 3900, 2768, 1238, 3491, 920, 22, 1236, 424, 264, 964, 871, 248, 1454, 811, 642, 173, 1853, 723, 1074, 3371, 3318, 796, 429, 896, 1354, 1756, 1927, 3366, 2541, 942, 3584, 2004, 1435, 3729, 2578, 3387, 651, 804, 3143, 117, 2641, 3966, 239, 435, 870, 3274, 1081, 1519, 829, 3209, 2474, 3175, 1794, 2474, 2031, 1753, 2637, 1871, 3388, 1608, 1914, 3056, 1418, 2560, 2665, 715, 48, 2117, 1480, 3930, 1912, 3700, 432, 873, 1448, 2737, 2770, 1674, 1181, 1456, 1214, 710, 2200, 1017, 3042, 2977, 1016, 2301, 1384, 253, 841, 137, 3168, 2819, 663, 805, 3595, 3827, 2832, 3856, 2694, 1916, 1155, 815, 1138, 3646, 1800, 1092, 2797, 3572, 3842, 2205, 2977, 1375, 585, 20, 3501, 3445, 2779, 3153, 1517]}
2025-06-21T23:18:40.751862210Z 2025-06-21 23:18:40.751 | DEBUG    | rocket_controller.strategies.strategy:__init__:83 - Initialized final strategy network configuration:
2025-06-21T23:18:40.751879402Z 	{'hostname_prefix': 'AMG_TimeElitism_G14T1R0', 'number_of_nodes': 5, 'network_partition': [], 'unl_partition': [], 'transactions': {'genesis': [{'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account1'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account2'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account3'}], 'regular': [{'peer_id': 0, 'amount': 80000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}, {'peer_id': 1, 'amount': 81000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 2, 'amount': 82000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 3, 'amount': 83000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}]}}
2025-06-21T23:18:40.761529583Z 2025-06-21 23:18:40.761 | DEBUG    | rocket_controller.iteration_type:add_iteration:342 - Stopping logLedgerResul;t
2025-06-21T23:18:40.761569929Z 2025-06-21 23:18:40.761 | DEBUG    | rocket_controller.iteration_type:add_iteration:347 - Done stopping logLedgerResul;t
2025-06-21T23:18:40.762383144Z 2025-06-21 23:18:40.762 | INFO     | rocket_controller.iteration_type:add_iteration:359 - Starting iteration 1
2025-06-21T23:18:40.762482642Z 2025-06-21 23:18:40.762 | INFO     | rocket_controller.interceptor_manager:start_new:70 - Starting interceptor
2025-06-21T23:18:40.763725749Z 2025-06-21 23:18:40.763 | INFO     | rocket_controller.iteration_type:_start_transactions:157 - Starting Transaction.
2025-06-21T23:19:00.764479360Z 2025-06-21 23:19:00.764 | INFO     | rocket_controller.iteration_type:_perform_transactions:163 - Waiting for validator nodes to be initialized...
2025-06-21T23:19:33.416656125Z 2025-06-21 23:19:33.416 | INFO     | rocket_controller.strategies.strategy:update_network:124 - Updating the strategy's network information
2025-06-21T23:19:35.765459250Z 2025-06-21 23:19:35.765 | INFO     | rocket_controller.iteration_type:_perform_transactions:167 - Waiting for network to be initialized...
2025-06-21T23:19:35.765676109Z 2025-06-21 23:19:35.765 | INFO     | rocket_controller.iteration_type:_perform_transactions:171 - Waiting for ledger to be available before submitting transaction...
2025-06-21T23:19:45.764114721Z 2025-06-21 23:19:45.763 | INFO     | rocket_controller.iteration_type:_timeout_reached:137 - Timeout reached.
2025-06-21T23:19:45.764281055Z 2025-06-21 23:19:45.763 | INFO     | rocket_controller.iteration_type:_timeout_reached:139 - Checking correct setup
2025-06-21T23:19:45.764499688Z 2025-06-21 23:19:45.764 | INFO     | rocket_controller.iteration_type:_timeout_reached:143 - Setup went wrong, resetting entire test.
2025-06-21T23:19:50.184977434Z 2025-06-21 23:19:50.184 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 0 validated ledger 2 in 0:00:16.720423
2025-06-21T23:19:50.580343741Z 2025-06-21 23:19:50.579 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 4 validated ledger 2 in 0:00:17.090453
2025-06-21T23:19:50.657027719Z 2025-06-21 23:19:50.656 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 2 in 0:00:17.164609
2025-06-21T23:19:50.856985112Z 2025-06-21 23:19:50.856 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 2 in 0:00:17.402089
2025-06-21T23:19:52.287054487Z 2025-06-21 23:19:52.286 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 3 validated ledger 2 in 0:00:18.826000
2025-06-21T23:19:53.767695417Z 2025-06-21 23:19:53.767 | INFO     | rocket_controller.iteration_type:_perform_transactions:177 - Attempting to submit 3 Genesis Transactions and 4 Regular Transactions to the network.
