2025-06-21T23:45:11.744971337Z 2025-06-21 23:45:11.744 | DEBUG    | rocket_controller.strategies.strategy:__init__:82 - Initialized final strategy parameters:
2025-06-21T23:45:11.745033074Z 	{'encoding': [209, 2382, 1818, 1850, 3677, 2377, 2589, 432, 904, 3051, 790, 2192, 1972, 1042, 551, 3043, 2946, 985, 2006, 2421, 285, 2492, 2778, 2640, 3566, 342, 3995, 3329, 2736, 2724, 566, 1515, 3438, 110, 1680, 151, 219, 2431, 1476, 2222, 1862, 2361, 3372, 3010, 2135, 1223, 684, 3804, 1854, 3836, 2241, 2746, 1512, 2290, 2412, 2065, 568, 3692, 1664, 2112, 3762, 2029, 2726, 3182, 3129, 524, 2781, 768, 456, 2843, 3622, 3562, 2616, 2120, 1456, 3142, 3284, 2095, 277, 3858, 885, 366, 3108, 3779, 242, 2526, 1913, 798, 2129, 1601, 464, 1087, 883, 1590, 721, 1927, 403, 669, 961, 2446, 1831, 3506, 2528, 1954, 1145, 845, 3371, 2385, 140, 401, 824, 1829, 3370, 1084, 1385, 615, 1673, 3281, 1026, 3705, 2824, 3770, 2336, 2220, 2737, 2860, 3501, 3583, 2252, 2976, 2791, 2379, 1507, 2249, 3621, 2633, 2929, 680, 213, 1746]}
2025-06-21T23:45:11.745088959Z 2025-06-21 23:45:11.744 | DEBUG    | rocket_controller.strategies.strategy:__init__:83 - Initialized final strategy network configuration:
2025-06-21T23:45:11.745118815Z 	{'hostname_prefix': 'AMG_TimeElitism_G15T4R0', 'number_of_nodes': 5, 'network_partition': [], 'unl_partition': [], 'transactions': {'genesis': [{'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account1'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account2'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account3'}], 'regular': [{'peer_id': 0, 'amount': 80000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}, {'peer_id': 1, 'amount': 81000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 2, 'amount': 82000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 3, 'amount': 83000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}]}}
2025-06-21T23:45:11.754110312Z 2025-06-21 23:45:11.753 | DEBUG    | rocket_controller.iteration_type:add_iteration:342 - Stopping logLedgerResul;t
2025-06-21T23:45:11.754179141Z 2025-06-21 23:45:11.754 | DEBUG    | rocket_controller.iteration_type:add_iteration:347 - Done stopping logLedgerResul;t
2025-06-21T23:45:11.754871196Z 2025-06-21 23:45:11.754 | INFO     | rocket_controller.iteration_type:add_iteration:359 - Starting iteration 1
2025-06-21T23:45:11.754945295Z 2025-06-21 23:45:11.754 | INFO     | rocket_controller.interceptor_manager:start_new:70 - Starting interceptor
2025-06-21T23:45:11.756087047Z 2025-06-21 23:45:11.755 | INFO     | rocket_controller.iteration_type:_start_transactions:157 - Starting Transaction.
2025-06-21T23:45:31.756765493Z 2025-06-21 23:45:31.756 | INFO     | rocket_controller.iteration_type:_perform_transactions:163 - Waiting for validator nodes to be initialized...
2025-06-21T23:45:32.121814598Z 2025-06-21 23:45:32.120 | INFO     | rocket_controller.strategies.strategy:update_network:124 - Updating the strategy's network information
