2025-06-21T21:32:34.898539816Z 2025-06-21 21:32:34.898 | DEBUG    | rocket_controller.strategies.strategy:__init__:82 - Initialized final strategy parameters:
2025-06-21T21:32:34.898575834Z 	{'encoding': [3749, 516, 301, 758, 41, 3896, 2885, 3283, 38, 891, 3146, 2609, 3392, 2892, 3969, 1105, 1903, 1691, 2827, 3051, 1580, 2830, 2403, 3358, 2153, 2618, 1306, 3135, 2604, 3139, 1479, 1988, 2800, 442, 2463, 3938, 198, 264, 1781, 686, 2212, 3430, 3176, 748, 3547, 2731, 2836, 2890, 625, 3512, 3434, 488, 579, 771, 394, 2582, 858, 1369, 1810, 1387, 712, 602, 3618, 3137, 438, 66, 3295, 2187, 133, 3617, 73, 2332, 2763, 2233, 544, 3120, 2206, 3492, 1037, 367, 2587, 1229, 2343, 1975, 2477, 2741, 2388, 1585, 2465, 727, 3049, 1800, 1817, 163, 1547, 1695, 573, 2003, 977, 2782, 3534, 2706, 2343, 796, 3373, 2020, 2451, 2620, 1518, 3467, 1701, 717, 1739, 1630, 3666, 3387, 1267, 3911, 3096, 3917, 3417, 3536, 3610, 260, 2591, 2063, 3296, 2165, 2199, 793, 2690, 3265, 1993, 2803, 26, 3900, 2425, 2564, 1867, 1314]}
2025-06-21T21:32:34.898636839Z 2025-06-21 21:32:34.898 | DEBUG    | rocket_controller.strategies.strategy:__init__:83 - Initialized final strategy network configuration:
2025-06-21T21:32:34.898650775Z 	{'hostname_prefix': 'AMG_Random_G4T4R3', 'number_of_nodes': 5, 'network_partition': [], 'unl_partition': [], 'transactions': {'genesis': [{'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account1'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account2'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account3'}], 'regular': [{'peer_id': 0, 'amount': 80000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}, {'peer_id': 1, 'amount': 81000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 2, 'amount': 82000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 3, 'amount': 83000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}]}}
2025-06-21T21:32:34.906878621Z 2025-06-21 21:32:34.906 | DEBUG    | rocket_controller.iteration_type:add_iteration:342 - Stopping logLedgerResul;t
2025-06-21T21:32:34.906952541Z 2025-06-21 21:32:34.906 | DEBUG    | rocket_controller.iteration_type:add_iteration:347 - Done stopping logLedgerResul;t
2025-06-21T21:32:34.907657042Z 2025-06-21 21:32:34.907 | INFO     | rocket_controller.iteration_type:add_iteration:359 - Starting iteration 1
2025-06-21T21:32:34.907730921Z 2025-06-21 21:32:34.907 | INFO     | rocket_controller.interceptor_manager:start_new:70 - Starting interceptor
2025-06-21T21:32:34.908819268Z 2025-06-21 21:32:34.908 | INFO     | rocket_controller.iteration_type:_start_transactions:157 - Starting Transaction.
2025-06-21T21:32:54.909482421Z 2025-06-21 21:32:54.909 | INFO     | rocket_controller.iteration_type:_perform_transactions:163 - Waiting for validator nodes to be initialized...
2025-06-21T21:33:25.707547655Z 2025-06-21 21:33:25.707 | INFO     | rocket_controller.strategies.strategy:update_network:124 - Updating the strategy's network information
2025-06-21T21:33:29.910433676Z 2025-06-21 21:33:29.910 | INFO     | rocket_controller.iteration_type:_perform_transactions:167 - Waiting for network to be initialized...
2025-06-21T21:33:29.910476887Z 2025-06-21 21:33:29.910 | INFO     | rocket_controller.iteration_type:_perform_transactions:171 - Waiting for ledger to be available before submitting transaction...
2025-06-21T21:33:39.909189018Z 2025-06-21 21:33:39.908 | INFO     | rocket_controller.iteration_type:_timeout_reached:137 - Timeout reached.
2025-06-21T21:33:39.909226940Z 2025-06-21 21:33:39.909 | INFO     | rocket_controller.iteration_type:_timeout_reached:139 - Checking correct setup
2025-06-21T21:33:39.909326809Z 2025-06-21 21:33:39.909 | INFO     | rocket_controller.iteration_type:_timeout_reached:143 - Setup went wrong, resetting entire test.
2025-06-21T21:33:50.173894473Z 2025-06-21 21:33:50.173 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 2 in 0:00:24.418090
2025-06-21T21:33:50.408971131Z 2025-06-21 21:33:50.408 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 2 in 0:00:24.653698
