2025-06-22T07:18:31.281031040Z 2025-06-22 07:18:31.280 | DEBUG    | rocket_controller.strategies.strategy:__init__:82 - Initialized final strategy parameters:
2025-06-22T07:18:31.281134615Z 	{'encoding': [62, 2463, 876, 1235, 2824, 3005, 889, 2045, 200, 474, 3208, 3998, 2540, 3041, 1467, 300, 3993, 2810, 1873, 3988, 3230, 2456, 2361, 3172, 1368, 238, 2289, 3216, 2307, 97, 2529, 2875, 2894, 3044, 1291, 1964, 739, 2669, 1250, 3672, 2559, 2467, 120, 3185, 2300, 3724, 1009, 2114, 1101, 645, 3081, 1483, 3038, 1479, 0, 3426, 2202, 1619, 3708, 1168, 3105, 486, 1378, 856, 3260, 679, 200, 2087, 1451, 9, 1037, 3992, 3358, 2704, 3174, 3732, 1304, 1643, 2791, 117, 3808, 1854, 2313, 552, 3919, 2506, 1246, 1073, 3710, 1993, 3000, 3281, 3552, 2107, 911, 3606, 593, 3432, 3303, 1219, 1757, 3127, 1904, 2933, 1801, 596, 896, 150, 3433, 181, 2089, 3411, 3790, 2391, 1249, 3997, 412, 3867, 321, 687, 3259, 167, 1940, 878, 3403, 2491, 3470, 2540, 3168, 3306, 2953, 2351, 1700, 392, 3430, 2960, 276, 1942, 2755, 2117]}
2025-06-22T07:18:31.281678532Z 2025-06-22 07:18:31.280 | DEBUG    | rocket_controller.strategies.strategy:__init__:83 - Initialized final strategy network configuration:
2025-06-22T07:18:31.281715722Z 	{'hostname_prefix': 'AMG_ProposalTournament_G21T3R0', 'number_of_nodes': 5, 'network_partition': [], 'unl_partition': [], 'transactions': {'genesis': [{'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account1'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account2'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account3'}], 'regular': [{'peer_id': 0, 'amount': 80000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}, {'peer_id': 1, 'amount': 81000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 2, 'amount': 82000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 3, 'amount': 83000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}]}}
2025-06-22T07:18:31.295213098Z 2025-06-22 07:18:31.294 | DEBUG    | rocket_controller.iteration_type:add_iteration:342 - Stopping logLedgerResul;t
2025-06-22T07:18:31.295248125Z 2025-06-22 07:18:31.294 | DEBUG    | rocket_controller.iteration_type:add_iteration:347 - Done stopping logLedgerResul;t
2025-06-22T07:18:31.296260647Z 2025-06-22 07:18:31.295 | INFO     | rocket_controller.iteration_type:add_iteration:359 - Starting iteration 1
2025-06-22T07:18:31.296286004Z 2025-06-22 07:18:31.295 | INFO     | rocket_controller.interceptor_manager:start_new:70 - Starting interceptor
2025-06-22T07:18:31.299357454Z 2025-06-22 07:18:31.298 | INFO     | rocket_controller.iteration_type:_start_transactions:157 - Starting Transaction.
2025-06-22T07:18:51.299533257Z 2025-06-22 07:18:51.299 | INFO     | rocket_controller.iteration_type:_perform_transactions:163 - Waiting for validator nodes to be initialized...
2025-06-22T07:19:18.703078526Z 2025-06-22 07:19:18.702 | INFO     | rocket_controller.strategies.strategy:update_network:124 - Updating the strategy's network information
2025-06-22T07:19:21.300416786Z 2025-06-22 07:19:21.300 | INFO     | rocket_controller.iteration_type:_perform_transactions:167 - Waiting for network to be initialized...
2025-06-22T07:19:21.300498730Z 2025-06-22 07:19:21.300 | INFO     | rocket_controller.iteration_type:_perform_transactions:171 - Waiting for ledger to be available before submitting transaction...
2025-06-22T07:19:36.298859297Z 2025-06-22 07:19:36.298 | INFO     | rocket_controller.iteration_type:_timeout_reached:137 - Timeout reached.
2025-06-22T07:19:36.298883483Z 2025-06-22 07:19:36.298 | INFO     | rocket_controller.iteration_type:_timeout_reached:139 - Checking correct setup
2025-06-22T07:19:36.299040469Z 2025-06-22 07:19:36.298 | INFO     | rocket_controller.iteration_type:_timeout_reached:143 - Setup went wrong, resetting entire test.
2025-06-22T07:19:40.126218824Z 2025-06-22 07:19:40.125 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 0 validated ledger 2 in 0:00:21.336699
2025-06-22T07:19:40.167682303Z 2025-06-22 07:19:40.167 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 3 validated ledger 2 in 0:00:21.425816
2025-06-22T07:19:40.500980356Z 2025-06-22 07:19:40.500 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 2 in 0:00:21.730066
2025-06-22T07:19:40.708798785Z 2025-06-22 07:19:40.708 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 2 in 0:00:21.943128
2025-06-22T07:19:40.927078087Z 2025-06-22 07:19:40.926 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 4 validated ledger 2 in 0:00:22.138060
2025-06-22T07:19:42.303222666Z 2025-06-22 07:19:42.302 | INFO     | rocket_controller.iteration_type:_perform_transactions:177 - Attempting to submit 3 Genesis Transactions and 4 Regular Transactions to the network.
2025-06-22T07:19:42.303255488Z 2025-06-22 07:19:42.303 | INFO     | rocket_controller.iteration_type:_perform_transactions:187 - Sending 100001000000 from None to Account1 using peer 1...
2025-06-22T07:19:42.308802722Z 2025-06-22 07:19:42.308 | INFO     | rocket_controller.iteration_type:_perform_transactions:187 - Sending 100001000000 from None to Account2 using peer 1...
2025-06-22T07:19:42.324343516Z 2025-06-22 07:19:42.324 | INFO     | rocket_controller.iteration_type:_perform_transactions:187 - Sending 100001000000 from None to Account3 using peer 1...
2025-06-22T07:19:42.362396565Z 2025-06-22 07:19:42.362 | INFO     | rocket_controller.network_manager:get_account:428 - Creating account Account1 with seed shca3yGoYSTuBhYoZ5ou4ogFgDt7U and address rwyR9dxUbLh6bhVMZAdBycNmSBTCUiE76t
2025-06-22T07:19:42.365156035Z 2025-06-22 07:19:42.364 | INFO     | rocket_controller.network_manager:get_account:428 - Creating account Account2 with seed sss5zZjMhvjNFwLaQmMqBPNfxQpxP and address rDTpfWxRtb3U69whm6ZcDve6YqqD5E48yp
2025-06-22T07:19:42.379120592Z 2025-06-22 07:19:42.378 | INFO     | rocket_controller.network_manager:get_account:428 - Creating account Account3 with seed snCwpb2XmTRAgKaz5Hos6zay5bY35 and address raogohMoK5QSYTvvUsF7P1xaCDcYtcRw95
2025-06-22T07:19:43.563328025Z 2025-06-22 07:19:43.562 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 3 in 0:00:03.000530
2025-06-22T07:19:43.784895354Z 2025-06-22 07:19:43.784 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 3 in 0:00:03.005355
2025-06-22T07:19:43.990165091Z 2025-06-22 07:19:43.989 | INFO     | rocket_controller.iteration_type:perform_transaction:248 - Transaction A5E3D4F7A7BF0315313F0E2A8F80655E981EFD4E626A5A39E3EEFC502E7E1EB5 submitted successfully
2025-06-22T07:19:44.099688736Z 2025-06-22 07:19:44.099 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 0 validated ledger 3 in 0:00:04.000281
