2025-06-21T21:41:23.956699921Z 2025-06-21 21:41:23.956 | DEBUG    | rocket_controller.strategies.strategy:__init__:82 - Initialized final strategy parameters:
2025-06-21T21:41:23.956758611Z 	{'encoding': [2114, 3084, 2208, 1095, 1224, 1809, 2605, 3833, 2672, 1025, 2839, 1526, 1594, 1761, 67, 3349, 3857, 892, 1970, 878, 3229, 379, 558, 1547, 1531, 3200, 532, 1292, 2520, 3058, 2054, 3505, 2412, 2851, 3842, 493, 3868, 3163, 1469, 1004, 2507, 2002, 2605, 3735, 3607, 1790, 2266, 897, 2550, 1036, 3549, 2480, 2310, 2448, 3389, 3352, 3400, 2237, 1736, 1279, 3784, 2545, 1999, 2090, 2926, 3702, 1266, 1578, 283, 3072, 1369, 2781, 3539, 2635, 759, 1305, 1061, 2521, 1316, 3603, 2900, 3194, 3854, 2839, 1582, 828, 3572, 3191, 2864, 1377, 2546, 3199, 1659, 2171, 3233, 3092, 2038, 1710, 634, 1932, 363, 877, 2150, 909, 1228, 1889, 1211, 1763, 2932, 3388, 675, 1393, 3021, 145, 1906, 2887, 1129, 3571, 743, 2299, 2695, 176, 3704, 2593, 3479, 2454, 848, 3712, 3484, 2287, 3645, 814, 278, 2238, 3287, 2362, 3654, 3218, 2288, 1143]}
2025-06-21T21:41:23.956774672Z 2025-06-21 21:41:23.956 | DEBUG    | rocket_controller.strategies.strategy:__init__:83 - Initialized final strategy network configuration:
2025-06-21T21:41:23.956781725Z 	{'hostname_prefix': 'AMG_TimeElitism_G1T2R0', 'number_of_nodes': 5, 'network_partition': [], 'unl_partition': [], 'transactions': {'genesis': [{'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account1'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account2'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account3'}], 'regular': [{'peer_id': 0, 'amount': 80000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}, {'peer_id': 1, 'amount': 81000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 2, 'amount': 82000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 3, 'amount': 83000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}]}}
2025-06-21T21:41:23.966131280Z 2025-06-21 21:41:23.965 | DEBUG    | rocket_controller.iteration_type:add_iteration:342 - Stopping logLedgerResul;t
2025-06-21T21:41:23.966244514Z 2025-06-21 21:41:23.966 | DEBUG    | rocket_controller.iteration_type:add_iteration:347 - Done stopping logLedgerResul;t
2025-06-21T21:41:23.967115298Z 2025-06-21 21:41:23.966 | INFO     | rocket_controller.iteration_type:add_iteration:359 - Starting iteration 1
2025-06-21T21:41:23.967206070Z 2025-06-21 21:41:23.967 | INFO     | rocket_controller.interceptor_manager:start_new:70 - Starting interceptor
2025-06-21T21:41:23.968860243Z 2025-06-21 21:41:23.968 | INFO     | rocket_controller.iteration_type:_start_transactions:157 - Starting Transaction.
2025-06-21T21:41:43.969573397Z 2025-06-21 21:41:43.969 | INFO     | rocket_controller.iteration_type:_perform_transactions:163 - Waiting for validator nodes to be initialized...
2025-06-21T21:41:58.396137384Z 2025-06-21 21:41:58.395 | INFO     | rocket_controller.strategies.strategy:update_network:124 - Updating the strategy's network information
2025-06-21T21:41:58.970084861Z 2025-06-21 21:41:58.969 | INFO     | rocket_controller.iteration_type:_perform_transactions:167 - Waiting for network to be initialized...
2025-06-21T21:41:58.970164361Z 2025-06-21 21:41:58.970 | INFO     | rocket_controller.iteration_type:_perform_transactions:171 - Waiting for ledger to be available before submitting transaction...
2025-06-21T21:42:20.146846180Z 2025-06-21 21:42:20.146 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 0 validated ledger 2 in 0:00:21.662950
2025-06-21T21:42:20.204288065Z 2025-06-21 21:42:20.204 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 2 in 0:00:21.769800
2025-06-21T21:42:20.255949193Z 2025-06-21 21:42:20.255 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 3 validated ledger 2 in 0:00:21.820437
2025-06-21T21:42:20.617414357Z 2025-06-21 21:42:20.616 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 4 validated ledger 2 in 0:00:22.148361
2025-06-21T21:42:20.776615658Z 2025-06-21 21:42:20.776 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 2 in 0:00:22.308635
2025-06-21T21:42:21.976995105Z 2025-06-21 21:42:21.976 | INFO     | rocket_controller.iteration_type:_perform_transactions:177 - Attempting to submit 3 Genesis Transactions and 4 Regular Transactions to the network.
2025-06-21T21:42:21.977019000Z 2025-06-21 21:42:21.976 | INFO     | rocket_controller.iteration_type:_perform_transactions:187 - Sending 100001000000 from None to Account1 using peer 1...
2025-06-21T21:42:21.982660393Z 2025-06-21 21:42:21.982 | INFO     | rocket_controller.iteration_type:_perform_transactions:187 - Sending 100001000000 from None to Account2 using peer 1...
2025-06-21T21:42:21.993139800Z 2025-06-21 21:42:21.992 | INFO     | rocket_controller.iteration_type:_perform_transactions:187 - Sending 100001000000 from None to Account3 using peer 1...
2025-06-21T21:42:22.039149928Z 2025-06-21 21:42:22.038 | INFO     | rocket_controller.network_manager:get_account:428 - Creating account Account2 with seed sswxYT6VZwFH8kgNnBai4MHHueuDY and address rpod7L2HDmMcGQfa3W3DVgVEanq51CBzqu
2025-06-21T21:42:22.063663255Z 2025-06-21 21:42:22.063 | INFO     | rocket_controller.network_manager:get_account:428 - Creating account Account3 with seed spmYTSF3CwCJW8KmAtEnmDxoUdzM5 and address rBVeSf2e2zwzKih3stQCyX7h1rAUZ3MucR
2025-06-21T21:42:22.073476075Z 2025-06-21 21:42:22.073 | INFO     | rocket_controller.network_manager:get_account:428 - Creating account Account1 with seed ssuTsqH1YQW7o2ghAZUtgstnLXNc7 and address rJurqkCNSQF7qzSPweFfVv3aRUZb366jMz
2025-06-21T21:42:23.140531402Z 2025-06-21 21:42:23.140 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 0 validated ledger 3 in 0:00:03.000733
2025-06-21T21:42:23.283443705Z 2025-06-21 21:42:23.283 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 3 in 0:00:03.001068
2025-06-21T21:42:23.584939591Z 2025-06-21 21:42:23.584 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 4 validated ledger 3 in 0:00:03.000815
2025-06-21T21:42:24.263358278Z 2025-06-21 21:42:24.263 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 3 validated ledger 3 in 0:00:04.004089
2025-06-21T21:42:24.751440604Z 2025-06-21 21:42:24.751 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 3 in 0:00:04.000864
2025-06-21T21:42:26.053218521Z 2025-06-21 21:42:26.052 | INFO     | rocket_controller.iteration_type:perform_transaction:248 - Transaction 70423183ED1FB1510E1AE3840830B201434308806C1178D015D77CD4A04448E1 submitted successfully
2025-06-21T21:42:26.238444301Z 2025-06-21 21:42:26.238 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 4 in 0:00:03.001628
2025-06-21T21:42:26.629223384Z 2025-06-21 21:42:26.628 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 4 validated ledger 4 in 0:00:03.001330
2025-06-21T21:42:26.961751185Z 2025-06-21 21:42:26.961 | INFO     | rocket_controller.iteration_type:perform_transaction:248 - Transaction 05426759CC8C5FB5CA0B3F0A09CCB22E5BDFFB2F954785004970AD9E26E5789F submitted successfully
2025-06-21T21:42:27.103864719Z 2025-06-21 21:42:27.103 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 0 validated ledger 4 in 0:00:04.002814
2025-06-21T21:42:27.260549848Z 2025-06-21 21:42:27.260 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 3 validated ledger 4 in 0:00:03.000388
2025-06-21T21:42:27.681805919Z 2025-06-21 21:42:27.681 | INFO     | rocket_controller.iteration_type:perform_transaction:248 - Transaction A97AF56DC122BFA57D2B429A3B20FDF27C01FA0F335B3C61A597BFA3E80A3C8C submitted successfully
2025-06-21T21:42:27.767035352Z 2025-06-21 21:42:27.766 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 4 in 0:00:02.999801
2025-06-21T21:42:30.139129071Z 2025-06-21 21:42:30.138 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 0 validated ledger 5 in 0:00:02.999656
2025-06-21T21:42:30.260166637Z 2025-06-21 21:42:30.259 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 5 in 0:00:04.000540
2025-06-21T21:42:30.339223896Z 2025-06-21 21:42:30.338 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 3 validated ledger 5 in 0:00:03.040533
2025-06-21T21:42:30.588688984Z 2025-06-21 21:42:30.588 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 4 validated ledger 5 in 0:00:04.001633
2025-06-21T21:42:30.781472344Z 2025-06-21 21:42:30.781 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 5 in 0:00:03.002496
2025-06-21T21:42:32.683052677Z 2025-06-21 21:42:32.682 | INFO     | rocket_controller.iteration_type:_perform_transactions:201 - Sending 80000000000 from Account1 to Account2 after 2 seconds using peer 0...
2025-06-21T21:42:32.683629146Z 2025-06-21 21:42:32.683 | INFO     | rocket_controller.iteration_type:_perform_transactions:201 - Sending 81000000000 from Account1 to Account3 after 2 seconds using peer 1...
2025-06-21T21:42:32.684036816Z 2025-06-21 21:42:32.683 | INFO     | rocket_controller.iteration_type:_perform_transactions:201 - Sending 82000000000 from Account1 to Account3 after 2 seconds using peer 2...
2025-06-21T21:42:32.684497716Z 2025-06-21 21:42:32.684 | INFO     | rocket_controller.iteration_type:_perform_transactions:201 - Sending 83000000000 from Account1 to Account2 after 2 seconds using peer 3...
2025-06-21T21:42:33.106489353Z 2025-06-21 21:42:33.106 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 0 validated ledger 6 in 0:00:03.001541
2025-06-21T21:42:33.208076273Z 2025-06-21 21:42:33.207 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 6 in 0:00:03.001446
2025-06-21T21:42:33.626550017Z 2025-06-21 21:42:33.626 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 4 validated ledger 6 in 0:00:03.004134
2025-06-21T21:42:34.312281035Z 2025-06-21 21:42:34.312 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 3 validated ledger 6 in 0:00:03.961973
2025-06-21T21:42:35.097039217Z 2025-06-21 21:42:35.096 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 6 in 0:00:04.053656
