2025-06-21T16:13:22.855272373Z 2025-06-21 16:13:22.854 | DEBUG    | rocket_controller.strategies.strategy:__init__:82 - Initialized final strategy parameters:
2025-06-21T16:13:22.855324041Z 	{'encoding': [3897, 326, 1130, 3790, 1020, 3040, 2261, 2411, 3835, 873, 3163, 1064, 3935, 1877, 685, 3530, 1413, 2718, 2585, 3413, 2824, 1476, 159, 1735, 1648, 3993, 3068, 855, 2447, 1335, 3394, 3002, 2591, 2794, 1194, 3623, 429, 162, 3087, 2558, 1463, 3726, 2980, 654, 1505, 1145, 3725, 1328, 3245, 1705, 1808, 301, 2788, 2913, 1643, 2865, 2000, 2593, 1207, 1212, 1391, 3490, 3937, 1153, 1414, 337, 3946, 3032, 1977, 3230, 1430, 3635, 136, 1346, 1868, 3878, 3026, 261, 3440, 3374, 488, 2372, 3047, 13, 79, 688, 2319, 2026, 3761, 2580, 3417, 227, 2219, 259, 3652, 1866, 773, 2330, 894, 1558, 3412, 3134, 3636, 444, 1933, 3574, 1762, 3005, 3424, 2257, 3648, 308, 1400, 3914, 1384, 2011, 3927, 1833, 2706, 3713, 1798, 3576, 2730, 2011, 1340, 2138, 3058, 2234, 3101, 3322, 403, 2272, 3727, 2004, 3013, 1435, 2655, 3040, 3271, 3793]}
2025-06-21T16:13:22.855336164Z 2025-06-21 16:13:22.855 | DEBUG    | rocket_controller.strategies.strategy:__init__:83 - Initialized final strategy network configuration:
2025-06-21T16:13:22.855341033Z 	{'hostname_prefix': 'AMG_NSGAII_G13T6R0', 'number_of_nodes': 5, 'network_partition': [], 'unl_partition': [], 'transactions': {'genesis': [{'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account1'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account2'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account3'}], 'regular': [{'peer_id': 0, 'amount': 80000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}, {'peer_id': 1, 'amount': 81000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 2, 'amount': 82000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 3, 'amount': 83000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}]}}
2025-06-21T16:13:22.864202176Z 2025-06-21 16:13:22.864 | DEBUG    | rocket_controller.iteration_type:add_iteration:342 - Stopping logLedgerResul;t
2025-06-21T16:13:22.864263732Z 2025-06-21 16:13:22.864 | DEBUG    | rocket_controller.iteration_type:add_iteration:347 - Done stopping logLedgerResul;t
2025-06-21T16:13:22.865009710Z 2025-06-21 16:13:22.864 | INFO     | rocket_controller.iteration_type:add_iteration:359 - Starting iteration 1
2025-06-21T16:13:22.865069734Z 2025-06-21 16:13:22.864 | INFO     | rocket_controller.interceptor_manager:start_new:70 - Starting interceptor
2025-06-21T16:13:22.866719639Z 2025-06-21 16:13:22.866 | INFO     | rocket_controller.iteration_type:_start_transactions:157 - Starting Transaction.
2025-06-21T16:13:36.979783883Z 2025-06-21 16:13:36.979 | INFO     | rocket_controller.strategies.strategy:update_network:124 - Updating the strategy's network information
2025-06-21T16:13:42.867453856Z 2025-06-21 16:13:42.867 | INFO     | rocket_controller.iteration_type:_perform_transactions:163 - Waiting for validator nodes to be initialized...
