2025-06-21T19:27:04.236624372Z 2025-06-21 19:27:04.236 | DEBUG    | rocket_controller.strategies.strategy:__init__:82 - Initialized final strategy parameters:
2025-06-21T19:27:04.236697870Z 	{'encoding': [3346, 2587, 2540, 857, 1720, 521, 2339, 3916, 2633, 2859, 3593, 3253, 2451, 3460, 1674, 2121, 188, 3671, 1686, 722, 3444, 3865, 968, 3650, 771, 496, 3157, 1439, 3451, 2510, 1772, 1113, 2024, 3079, 2703, 759, 309, 78, 3687, 1827, 472, 2757, 769, 1113, 1518, 1085, 3776, 3289, 3213, 3054, 2179, 2728, 3354, 2732, 2121, 3376, 1835, 539, 2778, 1883, 964, 482, 3214, 541, 1080, 1304, 1173, 3311, 1933, 3410, 3124, 1201, 2359, 974, 2943, 801, 2209, 3501, 2334, 2691, 1360, 550, 1817, 3534, 3738, 3917, 3474, 3193, 585, 764, 2827, 3917, 1864, 3867, 681, 1650, 1290, 332, 2358, 1332, 584, 3692, 3109, 994, 1932, 1403, 2959, 3918, 1146, 2768, 1169, 2038, 2369, 2425, 1662, 4, 2520, 1645, 3036, 3953, 3370, 3572, 1084, 2399, 2850, 1781, 1932, 1363, 2549, 3737, 27, 2878, 2586, 808, 3717, 2334, 1901, 948, 2796, 622]}
2025-06-21T19:27:04.236712738Z 2025-06-21 19:27:04.236 | DEBUG    | rocket_controller.strategies.strategy:__init__:83 - Initialized final strategy network configuration:
2025-06-21T19:27:04.236717708Z 	{'hostname_prefix': 'AMG_TournamentDCD_G38T9R0', 'number_of_nodes': 5, 'network_partition': [], 'unl_partition': [], 'transactions': {'genesis': [{'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account1'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account2'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account3'}], 'regular': [{'peer_id': 0, 'amount': 80000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}, {'peer_id': 1, 'amount': 81000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 2, 'amount': 82000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 3, 'amount': 83000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}]}}
2025-06-21T19:27:04.245080596Z 2025-06-21 19:27:04.244 | DEBUG    | rocket_controller.iteration_type:add_iteration:342 - Stopping logLedgerResul;t
2025-06-21T19:27:04.245122465Z 2025-06-21 19:27:04.244 | DEBUG    | rocket_controller.iteration_type:add_iteration:347 - Done stopping logLedgerResul;t
2025-06-21T19:27:04.245906946Z 2025-06-21 19:27:04.245 | INFO     | rocket_controller.iteration_type:add_iteration:359 - Starting iteration 1
2025-06-21T19:27:04.245990864Z 2025-06-21 19:27:04.245 | INFO     | rocket_controller.interceptor_manager:start_new:70 - Starting interceptor
2025-06-21T19:27:04.247184117Z 2025-06-21 19:27:04.247 | INFO     | rocket_controller.iteration_type:_start_transactions:157 - Starting Transaction.
2025-06-21T19:27:24.247863509Z 2025-06-21 19:27:24.247 | INFO     | rocket_controller.iteration_type:_perform_transactions:163 - Waiting for validator nodes to be initialized...
2025-06-21T19:27:46.531716605Z 2025-06-21 19:27:46.531 | INFO     | rocket_controller.strategies.strategy:update_network:124 - Updating the strategy's network information
2025-06-21T19:27:49.248784594Z 2025-06-21 19:27:49.248 | INFO     | rocket_controller.iteration_type:_perform_transactions:167 - Waiting for network to be initialized...
2025-06-21T19:27:49.248869685Z 2025-06-21 19:27:49.248 | INFO     | rocket_controller.iteration_type:_perform_transactions:171 - Waiting for ledger to be available before submitting transaction...
2025-06-21T19:28:09.247708073Z 2025-06-21 19:28:09.247 | INFO     | rocket_controller.iteration_type:_timeout_reached:137 - Timeout reached.
2025-06-21T19:28:09.247848488Z 2025-06-21 19:28:09.247 | INFO     | rocket_controller.iteration_type:_timeout_reached:139 - Checking correct setup
2025-06-21T19:28:09.248054286Z 2025-06-21 19:28:09.247 | INFO     | rocket_controller.iteration_type:_timeout_reached:143 - Setup went wrong, resetting entire test.
2025-06-21T19:28:10.301163694Z 2025-06-21 19:28:10.300 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 3 validated ledger 2 in 0:00:23.683487
2025-06-21T19:28:10.405105013Z 2025-06-21 19:28:10.404 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 2 in 0:00:23.798524
2025-06-21T19:28:10.621885990Z 2025-06-21 19:28:10.621 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 0 validated ledger 2 in 0:00:24.041811
2025-06-21T19:28:10.774430306Z 2025-06-21 19:28:10.774 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 4 validated ledger 2 in 0:00:24.167008
2025-06-21T19:28:10.821631857Z 2025-06-21 19:28:10.821 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 2 in 0:00:24.245361
2025-06-21T19:28:12.251680131Z 2025-06-21 19:28:12.251 | INFO     | rocket_controller.iteration_type:_perform_transactions:177 - Attempting to submit 3 Genesis Transactions and 4 Regular Transactions to the network.
2025-06-21T19:28:12.251844611Z 2025-06-21 19:28:12.251 | INFO     | rocket_controller.iteration_type:_perform_transactions:187 - Sending 100001000000 from None to Account1 using peer 1...
2025-06-21T19:28:12.257599726Z 2025-06-21 19:28:12.257 | INFO     | rocket_controller.iteration_type:_perform_transactions:187 - Sending 100001000000 from None to Account2 using peer 1...
2025-06-21T19:28:12.273686095Z 2025-06-21 19:28:12.273 | INFO     | rocket_controller.iteration_type:_perform_transactions:187 - Sending 100001000000 from None to Account3 using peer 1...
2025-06-21T19:28:12.312955552Z 2025-06-21 19:28:12.312 | INFO     | rocket_controller.network_manager:get_account:428 - Creating account Account1 with seed saU1k1vo4cH9s29BmikJA76dWSBGJ and address rhzEvsFBM8Vj4aFK97nyS9gzuGK1Zw3ooZ
2025-06-21T19:28:12.337155018Z 2025-06-21 19:28:12.336 | INFO     | rocket_controller.network_manager:get_account:428 - Creating account Account2 with seed ss84Kt33mSmmDmeMVaybV3YHk1k7q and address rL44Q2EUPbZar1VJ25s61NKaSnZhAZc8Bc
2025-06-21T19:28:12.364803805Z 2025-06-21 19:28:12.364 | INFO     | rocket_controller.network_manager:get_account:428 - Creating account Account3 with seed snpAveZLfVxf8LWpH1B36AWA4e9HR and address ra6RG2XrHwB75G58r1Xjcgx2FYmgtZxwHJ
2025-06-21T19:28:13.266521282Z 2025-06-21 19:28:13.266 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 3 validated ledger 3 in 0:00:03.006555
2025-06-21T19:28:13.967358712Z 2025-06-21 19:28:13.967 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 3 in 0:00:03.008743
2025-06-21T19:28:14.211331544Z 2025-06-21 19:28:14.211 | INFO     | rocket_controller.iteration_type:perform_transaction:248 - Transaction F3AF5CD6C964816B99342CC289D3A392341761509044A96899186343B301F1ED submitted successfully
2025-06-21T19:28:14.769132326Z 2025-06-21 19:28:14.768 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 4 validated ledger 3 in 0:00:03.998631
2025-06-21T19:28:15.098191341Z 2025-06-21 19:28:15.097 | INFO     | rocket_controller.iteration_type:perform_transaction:248 - Transaction F80E2969190B64B10654B0A072B2613E2695547DA8B4BC496DA87ECCC8F801A3 submitted successfully
2025-06-21T19:28:15.369177221Z 2025-06-21 19:28:15.368 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 3 in 0:00:05.000561
2025-06-21T19:28:15.677790837Z 2025-06-21 19:28:15.677 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 0 validated ledger 3 in 0:00:05.001001
2025-06-21T19:28:15.871913719Z 2025-06-21 19:28:15.871 | INFO     | rocket_controller.iteration_type:perform_transaction:248 - Transaction 7E18500FF39CF01B934454CC7E05D90CAB275EFC2D070C5F2DFB3D6EA9166008 submitted successfully
2025-06-21T19:28:16.299637000Z 2025-06-21 19:28:16.299 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 3 validated ledger 4 in 0:00:03.002904
2025-06-21T19:28:16.846342837Z 2025-06-21 19:28:16.845 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 4 in 0:00:02.986788
2025-06-21T19:28:17.737420968Z 2025-06-21 19:28:17.737 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 4 validated ledger 4 in 0:00:03.001246
2025-06-21T19:28:18.376804660Z 2025-06-21 19:28:18.376 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 4 in 0:00:03.007574
2025-06-21T19:28:18.615580731Z 2025-06-21 19:28:18.615 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 0 validated ledger 4 in 0:00:03.000672
2025-06-21T19:28:19.287086666Z 2025-06-21 19:28:19.286 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 3 validated ledger 5 in 0:00:02.999660
2025-06-21T19:28:19.818737430Z 2025-06-21 19:28:19.816 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 5 in 0:00:03.003768
