2025-06-21T15:45:16.747437069Z 2025-06-21 15:45:16.747 | DEBUG    | rocket_controller.strategies.strategy:__init__:82 - Initialized final strategy parameters:
2025-06-21T15:45:16.747502633Z 	{'encoding': [2123, 1698, 2427, 3389, 3209, 1911, 3577, 2797, 1823, 164, 1151, 123, 2040, 1707, 658, 1818, 3159, 3628, 165, 2840, 3974, 1623, 989, 969, 3455, 20, 898, 553, 2424, 2654, 3417, 1405, 2150, 437, 3618, 2267, 1158, 2606, 3524, 218, 2624, 3691, 442, 2999, 2461, 2319, 2470, 472, 447, 2122, 2969, 1491, 3436, 3133, 747, 262, 3960, 2089, 524, 3649, 3711, 869, 1641, 759, 2396, 86, 362, 3445, 2406, 3469, 2818, 1989, 3552, 210, 111, 1391, 2764, 803, 500, 1374, 888, 299, 3460, 3938, 1825, 1522, 3555, 1088, 1387, 1237, 366, 1788, 2686, 2556, 3765, 2256, 1331, 2284, 3745, 622, 1215, 1241, 931, 520, 1114, 1900, 1209, 1461, 1248, 1571, 2012, 2717, 1927, 3652, 136, 2650, 3457, 3298, 3084, 1073, 1610, 3865, 1565, 3604, 2365, 3022, 1432, 2400, 1302, 3198, 45, 874, 3189, 134, 3521, 2027, 2710, 1873, 2532, 2357]}
2025-06-21T15:45:16.747512772Z 2025-06-21 15:45:16.747 | DEBUG    | rocket_controller.strategies.strategy:__init__:83 - Initialized final strategy network configuration:
2025-06-21T15:45:16.747517150Z 	{'hostname_prefix': 'AMG_NSGAII_G10T5R0', 'number_of_nodes': 5, 'network_partition': [], 'unl_partition': [], 'transactions': {'genesis': [{'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account1'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account2'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account3'}], 'regular': [{'peer_id': 0, 'amount': 80000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}, {'peer_id': 1, 'amount': 81000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 2, 'amount': 82000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 3, 'amount': 83000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}]}}
2025-06-21T15:45:16.755917006Z 2025-06-21 15:45:16.755 | DEBUG    | rocket_controller.iteration_type:add_iteration:342 - Stopping logLedgerResul;t
2025-06-21T15:45:16.755985977Z 2025-06-21 15:45:16.755 | DEBUG    | rocket_controller.iteration_type:add_iteration:347 - Done stopping logLedgerResul;t
2025-06-21T15:45:16.756683644Z 2025-06-21 15:45:16.756 | INFO     | rocket_controller.iteration_type:add_iteration:359 - Starting iteration 1
2025-06-21T15:45:16.756756441Z 2025-06-21 15:45:16.756 | INFO     | rocket_controller.interceptor_manager:start_new:70 - Starting interceptor
2025-06-21T15:45:16.758066825Z 2025-06-21 15:45:16.757 | INFO     | rocket_controller.iteration_type:_start_transactions:157 - Starting Transaction.
2025-06-21T15:45:36.758714391Z 2025-06-21 15:45:36.758 | INFO     | rocket_controller.iteration_type:_perform_transactions:163 - Waiting for validator nodes to be initialized...
2025-06-21T15:45:40.915370643Z 2025-06-21 15:45:40.913 | INFO     | rocket_controller.strategies.strategy:update_network:124 - Updating the strategy's network information
2025-06-21T15:45:41.759059004Z 2025-06-21 15:45:41.758 | INFO     | rocket_controller.iteration_type:_perform_transactions:167 - Waiting for network to be initialized...
2025-06-21T15:45:41.759105712Z 2025-06-21 15:45:41.759 | INFO     | rocket_controller.iteration_type:_perform_transactions:171 - Waiting for ledger to be available before submitting transaction...
2025-06-21T15:46:00.114813802Z 2025-06-21 15:46:00.114 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 4 validated ledger 2 in 0:00:19.112113
2025-06-21T15:46:00.194102545Z 2025-06-21 15:46:00.193 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 3 validated ledger 2 in 0:00:19.201746
2025-06-21T15:46:00.269116699Z 2025-06-21 15:46:00.268 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 2 in 0:00:19.281232
2025-06-21T15:46:00.330899415Z 2025-06-21 15:46:00.330 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 2 in 0:00:19.355610
2025-06-21T15:46:00.630611739Z 2025-06-21 15:46:00.630 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 0 validated ledger 2 in 0:00:19.676212
2025-06-21T15:46:01.761799623Z 2025-06-21 15:46:01.761 | INFO     | rocket_controller.iteration_type:_perform_transactions:177 - Attempting to submit 3 Genesis Transactions and 4 Regular Transactions to the network.
2025-06-21T15:46:01.761930020Z 2025-06-21 15:46:01.761 | INFO     | rocket_controller.iteration_type:_perform_transactions:187 - Sending 100001000000 from None to Account1 using peer 1...
2025-06-21T15:46:01.767763691Z 2025-06-21 15:46:01.767 | INFO     | rocket_controller.iteration_type:_perform_transactions:187 - Sending 100001000000 from None to Account2 using peer 1...
2025-06-21T15:46:01.798871684Z 2025-06-21 15:46:01.798 | INFO     | rocket_controller.iteration_type:_perform_transactions:187 - Sending 100001000000 from None to Account3 using peer 1...
2025-06-21T15:46:01.832674563Z 2025-06-21 15:46:01.832 | INFO     | rocket_controller.network_manager:get_account:428 - Creating account Account1 with seed ssVzfdkdqcdSGnqWZ6iPDkuQ5kG2g and address rBixbB3vAdLaWQLn1FNnmKxJQwG5y3SZmY
2025-06-21T15:46:01.838595390Z 2025-06-21 15:46:01.838 | INFO     | rocket_controller.network_manager:get_account:428 - Creating account Account2 with seed shjh31Z3dSLC8NwQDXEkNGcgKvhcE and address rG5p8XGyPQRpvaYoFByLvnTbBBLMzuYufF
2025-06-21T15:46:01.857179701Z 2025-06-21 15:46:01.856 | INFO     | rocket_controller.network_manager:get_account:428 - Creating account Account3 with seed san9CoKK4dyAxY1UKoUYy4ivNZbcV and address rnmpF5XHTq88uM2SZYfBACzeTtDVTVNHAP
