2025-06-22T09:51:51.754049871Z 2025-06-22 09:51:51.753 | DEBUG    | rocket_controller.strategies.strategy:__init__:82 - Initialized final strategy parameters:
2025-06-22T09:51:51.754096760Z 	{'encoding': [3816, 848, 355, 2217, 3043, 503, 2111, 761, 2875, 1474, 571, 2295, 1957, 2476, 2477, 112, 1813, 1500, 764, 179, 1220, 3458, 1682, 2121, 2704, 527, 3634, 3098, 1416, 3105, 1846, 3337, 3848, 1026, 1145, 563, 199, 674, 2975, 706, 3731, 983, 384, 1113, 914, 3902, 801, 879, 1733, 1604, 2383, 1825, 902, 2573, 1563, 2134, 3277, 2613, 1874, 1767, 3321, 3863, 2706, 562, 2088, 1202, 971, 3812, 3348, 3145, 2015, 766, 330, 202, 3198, 3922, 3453, 3649, 2640, 2180, 964, 2260, 3415, 1074, 3156, 2441, 2601, 2387, 2911, 1441, 2459, 3211, 381, 389, 1722, 800, 554, 3498, 2056, 1031, 1934, 3826, 3696, 978, 2627, 772, 1723, 888, 585, 2152, 1490, 2895, 3166, 3319, 3798, 2878, 3862, 1741, 2912, 2048, 3393, 2954, 237, 2279, 2693, 1531, 835, 1414, 3501, 2131, 1715, 1813, 1253, 2719, 858, 3632, 858, 3604, 2621, 3668]}
2025-06-22T09:51:51.754124332Z 2025-06-22 09:51:51.753 | DEBUG    | rocket_controller.strategies.strategy:__init__:83 - Initialized final strategy network configuration:
2025-06-22T09:51:51.754137847Z 	{'hostname_prefix': 'AMG_ProposalTournament_G39T1R0', 'number_of_nodes': 5, 'network_partition': [], 'unl_partition': [], 'transactions': {'genesis': [{'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account1'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account2'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account3'}], 'regular': [{'peer_id': 0, 'amount': 80000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}, {'peer_id': 1, 'amount': 81000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 2, 'amount': 82000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 3, 'amount': 83000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}]}}
2025-06-22T09:51:51.762446489Z 2025-06-22 09:51:51.762 | DEBUG    | rocket_controller.iteration_type:add_iteration:342 - Stopping logLedgerResul;t
2025-06-22T09:51:51.762551046Z 2025-06-22 09:51:51.762 | DEBUG    | rocket_controller.iteration_type:add_iteration:347 - Done stopping logLedgerResul;t
2025-06-22T09:51:51.763449352Z 2025-06-22 09:51:51.763 | INFO     | rocket_controller.iteration_type:add_iteration:359 - Starting iteration 1
2025-06-22T09:51:51.763539332Z 2025-06-22 09:51:51.763 | INFO     | rocket_controller.interceptor_manager:start_new:70 - Starting interceptor
2025-06-22T09:51:51.764672461Z 2025-06-22 09:51:51.764 | INFO     | rocket_controller.iteration_type:_start_transactions:157 - Starting Transaction.
2025-06-22T09:52:11.765312664Z 2025-06-22 09:52:11.764 | INFO     | rocket_controller.iteration_type:_perform_transactions:163 - Waiting for validator nodes to be initialized...
2025-06-22T09:52:37.349593126Z 2025-06-22 09:52:37.346 | INFO     | rocket_controller.strategies.strategy:update_network:124 - Updating the strategy's network information
2025-06-22T09:52:41.766151304Z 2025-06-22 09:52:41.765 | INFO     | rocket_controller.iteration_type:_perform_transactions:167 - Waiting for network to be initialized...
2025-06-22T09:52:41.766215726Z 2025-06-22 09:52:41.766 | INFO     | rocket_controller.iteration_type:_perform_transactions:171 - Waiting for ledger to be available before submitting transaction...
2025-06-22T09:52:56.764989758Z 2025-06-22 09:52:56.764 | INFO     | rocket_controller.iteration_type:_timeout_reached:137 - Timeout reached.
2025-06-22T09:52:56.765108222Z 2025-06-22 09:52:56.764 | INFO     | rocket_controller.iteration_type:_timeout_reached:139 - Checking correct setup
2025-06-22T09:52:56.765237826Z 2025-06-22 09:52:56.765 | INFO     | rocket_controller.iteration_type:_timeout_reached:143 - Setup went wrong, resetting entire test.
2025-06-22T09:53:00.265792425Z 2025-06-22 09:53:00.265 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 3 validated ledger 2 in 0:00:22.859538
2025-06-22T09:53:00.498751390Z 2025-06-22 09:53:00.498 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 2 in 0:00:23.109567
2025-06-22T09:53:00.547129472Z 2025-06-22 09:53:00.546 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 4 validated ledger 2 in 0:00:23.154587
2025-06-22T09:53:00.777742298Z 2025-06-22 09:53:00.777 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 0 validated ledger 2 in 0:00:23.384161
2025-06-22T09:53:01.018587217Z 2025-06-22 09:53:01.018 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 2 in 0:00:23.594966
2025-06-22T09:53:02.768763461Z 2025-06-22 09:53:02.768 | INFO     | rocket_controller.iteration_type:_perform_transactions:177 - Attempting to submit 3 Genesis Transactions and 4 Regular Transactions to the network.
2025-06-22T09:53:02.768809127Z 2025-06-22 09:53:02.768 | INFO     | rocket_controller.iteration_type:_perform_transactions:187 - Sending 100001000000 from None to Account1 using peer 1...
2025-06-22T09:53:02.774481182Z 2025-06-22 09:53:02.774 | INFO     | rocket_controller.iteration_type:_perform_transactions:187 - Sending 100001000000 from None to Account2 using peer 1...
2025-06-22T09:53:02.790209450Z 2025-06-22 09:53:02.789 | INFO     | rocket_controller.iteration_type:_perform_transactions:187 - Sending 100001000000 from None to Account3 using peer 1...
2025-06-22T09:53:02.839547183Z 2025-06-22 09:53:02.839 | INFO     | rocket_controller.network_manager:get_account:428 - Creating account Account2 with seed shwxivaM97NjeKVCwieqNwjHRJHJM and address rLwEb8NpoJU9HYLkDJzrQmjvKoMRgjaPib
2025-06-22T09:53:02.864081621Z 2025-06-22 09:53:02.863 | INFO     | rocket_controller.network_manager:get_account:428 - Creating account Account1 with seed shoJAMRd1Ry9p86LsuL4Z1GuRQFVE and address rEaqkidYZ5CiLnA9t8PbDTAC1Az1SwqcuM
2025-06-22T09:53:02.874696927Z 2025-06-22 09:53:02.874 | INFO     | rocket_controller.network_manager:get_account:428 - Creating account Account3 with seed shwkihwqTt7gpMyeEaAGbNnt6sVVK and address rNsJ9sK8hjJMnwQSjrUJFEsUpP1cXtQ67o
2025-06-22T09:53:03.280643281Z 2025-06-22 09:53:03.280 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 3 validated ledger 3 in 0:00:02.999865
2025-06-22T09:53:03.510734633Z 2025-06-22 09:53:03.510 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 3 in 0:00:02.999623
2025-06-22T09:53:03.807773316Z 2025-06-22 09:53:03.807 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 0 validated ledger 3 in 0:00:03.000317
2025-06-22T09:53:04.023911361Z 2025-06-22 09:53:04.023 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 3 in 0:00:03.000610
2025-06-22T09:53:04.551700971Z 2025-06-22 09:53:04.551 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 4 validated ledger 3 in 0:00:03.976797
2025-06-22T09:53:05.228724837Z 2025-06-22 09:53:05.228 | INFO     | rocket_controller.iteration_type:perform_transaction:248 - Transaction E13EE7AF73084F959E1625D41AC418C1A649D1AEBBF66ABAF8D4D4BEC088FE72 submitted successfully
2025-06-22T09:53:05.564832712Z 2025-06-22 09:53:05.564 | INFO     | rocket_controller.iteration_type:perform_transaction:248 - Transaction 42EE37C3B280D2E254072FFC9360B6C36DFE5F90ED5E5BB659071291B41696B1 submitted successfully
2025-06-22T09:53:06.290879507Z 2025-06-22 09:53:06.290 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 3 validated ledger 4 in 0:00:03.000709
2025-06-22T09:53:06.362616169Z 2025-06-22 09:53:06.362 | INFO     | rocket_controller.iteration_type:perform_transaction:248 - Transaction D043CA9CC8B1AD3131BAD511DF009554DC38F4D86B078BA0B58EC1CCC44F201A submitted successfully
2025-06-22T09:53:06.515279848Z 2025-06-22 09:53:06.514 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 4 in 0:00:03.000854
2025-06-22T09:53:06.837754411Z 2025-06-22 09:53:06.837 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 0 validated ledger 4 in 0:00:03.002723
2025-06-22T09:53:07.003506042Z 2025-06-22 09:53:07.003 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 4 in 0:00:03.000389
