2025-06-21T14:44:35.724436803Z 2025-06-21 14:44:35.724 | DEBUG    | rocket_controller.strategies.strategy:__init__:82 - Initialized final strategy parameters:
2025-06-21T14:44:35.724519970Z 	{'encoding': [1787, 476, 107, 156, 3051, 1682, 2119, 1857, 1609, 3873, 3759, 3473, 2659, 3461, 2338, 3844, 1351, 1152, 1874, 3193, 3951, 682, 244, 272, 92, 972, 2049, 2724, 2163, 2252, 1624, 3758, 1142, 1652, 3554, 868, 2677, 2181, 2559, 760, 2915, 174, 3564, 1875, 1983, 2869, 65, 3611, 1338, 3702, 1987, 556, 2209, 1452, 577, 2702, 2515, 211, 1271, 74, 3135, 2108, 3110, 565, 3798, 100, 162, 975, 1792, 2935, 283, 2222, 2461, 1726, 3281, 3442, 2498, 470, 223, 3617, 3939, 1283, 3556, 575, 1625, 1585, 3558, 1573, 1344, 1286, 487, 364, 2989, 1978, 2337, 1251, 770, 3446, 2553, 721, 3971, 3198, 48, 172, 3046, 169, 2774, 3799, 2728, 105, 1896, 3845, 272, 258, 3024, 424, 1340, 1527, 2111, 1797, 620, 1702, 2136, 2870, 3065, 1133, 163, 2837, 267, 2389, 1005, 1606, 3127, 3634, 1972, 2136, 3199, 1345, 2491, 1606]}
2025-06-21T14:44:35.724533676Z 2025-06-21 14:44:35.724 | DEBUG    | rocket_controller.strategies.strategy:__init__:83 - Initialized final strategy network configuration:
2025-06-21T14:44:35.724543124Z 	{'hostname_prefix': 'AMG_TournamentDCD_G1T8R0', 'number_of_nodes': 5, 'network_partition': [], 'unl_partition': [], 'transactions': {'genesis': [{'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account1'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account2'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account3'}], 'regular': [{'peer_id': 0, 'amount': 80000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}, {'peer_id': 1, 'amount': 81000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 2, 'amount': 82000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 3, 'amount': 83000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}]}}
2025-06-21T14:44:35.732754186Z 2025-06-21 14:44:35.732 | DEBUG    | rocket_controller.iteration_type:add_iteration:342 - Stopping logLedgerResul;t
2025-06-21T14:44:35.732791546Z 2025-06-21 14:44:35.732 | DEBUG    | rocket_controller.iteration_type:add_iteration:347 - Done stopping logLedgerResul;t
2025-06-21T14:44:35.733529769Z 2025-06-21 14:44:35.733 | INFO     | rocket_controller.iteration_type:add_iteration:359 - Starting iteration 1
2025-06-21T14:44:35.733578621Z 2025-06-21 14:44:35.733 | INFO     | rocket_controller.interceptor_manager:start_new:70 - Starting interceptor
2025-06-21T14:44:35.734916496Z 2025-06-21 14:44:35.734 | INFO     | rocket_controller.iteration_type:_start_transactions:157 - Starting Transaction.
2025-06-21T14:44:55.735624585Z 2025-06-21 14:44:55.735 | INFO     | rocket_controller.iteration_type:_perform_transactions:163 - Waiting for validator nodes to be initialized...
2025-06-21T14:45:23.539121832Z 2025-06-21 14:45:23.538 | INFO     | rocket_controller.strategies.strategy:update_network:124 - Updating the strategy's network information
