peer_id,peer_to_id,ledger_seq,ledger_hash,raw_contents
4,2,2,cdbb2e7140efbcb3ab286a4769727a856b33d98b58374be7691e92bc8cc2b348,[]
1,0,2,cdbb2e7140efbcb3ab286a4769727a856b33d98b58374be7691e92bc8cc2b348,[]
2,4,2,cdbb2e7140efbcb3ab286a4769727a856b33d98b58374be7691e92bc8cc2b348,[]
3,4,2,cdbb2e7140efbcb3ab286a4769727a856b33d98b58374be7691e92bc8cc2b348,[]
0,4,2,cdbb2e7140efbcb3ab286a4769727a856b33d98b58374be7691e92bc8cc2b348,[]
1,2,3,09901f91af59188e0af149143fcd6d7b461be8bdd346e39db59474ef08b42a6f,[]
2,4,3,09901f91af59188e0af149143fcd6d7b461be8bdd346e39db59474ef08b42a6f,[]
3,4,3,09901f91af59188e0af149143fcd6d7b461be8bdd346e39db59474ef08b42a6f,[]
0,3,3,09901f91af59188e0af149143fcd6d7b461be8bdd346e39db59474ef08b42a6f,[]
4,2,3,09901f91af59188e0af149143fcd6d7b461be8bdd346e39db59474ef08b42a6f,[]
2,3,4,9037d0a7101db7f70a21077783945b9d6f78ec9666ccbade6217e3bc1f4a864c,[]
3,4,4,9037d0a7101db7f70a21077783945b9d6f78ec9666ccbade6217e3bc1f4a864c,[]
0,4,4,9037d0a7101db7f70a21077783945b9d6f78ec9666ccbade6217e3bc1f4a864c,[]
4,3,4,9037d0a7101db7f70a21077783945b9d6f78ec9666ccbade6217e3bc1f4a864c,[]
1,4,4,9037d0a7101db7f70a21077783945b9d6f78ec9666ccbade6217e3bc1f4a864c,[]
2,3,5,765cb66e9780db3eee1b7df8068dbc8099534b259d49dbff48d14bcfaefd72a3,"['46A0CF765B159EDE8E336126336269115F682B05E24FD44F246AA7956676D206', '69C8A5CB1F323D42A70B24B043FB3EC88410C99018834F55EED4AA3058734CC2', 'E33B52632035883731338E90638BEF7429AF54229392E70E779194CF7D900B73']"
0,4,5,765cb66e9780db3eee1b7df8068dbc8099534b259d49dbff48d14bcfaefd72a3,"['46A0CF765B159EDE8E336126336269115F682B05E24FD44F246AA7956676D206', '69C8A5CB1F323D42A70B24B043FB3EC88410C99018834F55EED4AA3058734CC2', 'E33B52632035883731338E90638BEF7429AF54229392E70E779194CF7D900B73']"
4,3,5,765cb66e9780db3eee1b7df8068dbc8099534b259d49dbff48d14bcfaefd72a3,"['46A0CF765B159EDE8E336126336269115F682B05E24FD44F246AA7956676D206', '69C8A5CB1F323D42A70B24B043FB3EC88410C99018834F55EED4AA3058734CC2', 'E33B52632035883731338E90638BEF7429AF54229392E70E779194CF7D900B73']"
