peer_id,peer_to_id,ledger_seq,ledger_hash,raw_contents
3,2,2,bc6ee131c3040c74d5f10e8e0cf49df47220c234f3601d7c86c179aeb6b910dc,[]
2,3,2,bc6ee131c3040c74d5f10e8e0cf49df47220c234f3601d7c86c179aeb6b910dc,[]
0,4,2,bc6ee131c3040c74d5f10e8e0cf49df47220c234f3601d7c86c179aeb6b910dc,[]
1,3,2,bc6ee131c3040c74d5f10e8e0cf49df47220c234f3601d7c86c179aeb6b910dc,[]
4,2,2,bc6ee131c3040c74d5f10e8e0cf49df47220c234f3601d7c86c179aeb6b910dc,[]
4,3,3,5d962a1e969bd9b6d73984c7cf83a7765d7ce5daeb5f6e88a817c3382290ae0a,[]
2,4,3,5d962a1e969bd9b6d73984c7cf83a7765d7ce5daeb5f6e88a817c3382290ae0a,[]
0,4,3,5d962a1e969bd9b6d73984c7cf83a7765d7ce5daeb5f6e88a817c3382290ae0a,[]
1,4,3,5d962a1e969bd9b6d73984c7cf83a7765d7ce5daeb5f6e88a817c3382290ae0a,[]
3,4,3,5d962a1e969bd9b6d73984c7cf83a7765d7ce5daeb5f6e88a817c3382290ae0a,[]
2,1,4,42c5b18b846d3c87281990300a5595328eacfb9a981e5c3958f22fb247a1da9b,[]
4,3,4,42c5b18b846d3c87281990300a5595328eacfb9a981e5c3958f22fb247a1da9b,[]
3,2,4,42c5b18b846d3c87281990300a5595328eacfb9a981e5c3958f22fb247a1da9b,[]
0,4,4,42c5b18b846d3c87281990300a5595328eacfb9a981e5c3958f22fb247a1da9b,[]
1,4,4,42c5b18b846d3c87281990300a5595328eacfb9a981e5c3958f22fb247a1da9b,[]
2,0,5,cc982f80671b4927c444db998cec5b53506484cbb10db9c39af9b1a60b38731c,"['A9E8EE8F97877B0F3BB83A209805AEB7DE89F4B294B5841E7585690F8EEC0CC5', 'D529BED0B71109A6911E44AEAF112C8F8809793B7D1E04BBD784E1D7A032405C', 'D9CAF675EBB20DCD4D49907AD73E55AA64F4B405B8B5105A6F2530A7B746A91A']"
4,3,5,cc982f80671b4927c444db998cec5b53506484cbb10db9c39af9b1a60b38731c,"['A9E8EE8F97877B0F3BB83A209805AEB7DE89F4B294B5841E7585690F8EEC0CC5', 'D529BED0B71109A6911E44AEAF112C8F8809793B7D1E04BBD784E1D7A032405C', 'D9CAF675EBB20DCD4D49907AD73E55AA64F4B405B8B5105A6F2530A7B746A91A']"
0,4,5,cc982f80671b4927c444db998cec5b53506484cbb10db9c39af9b1a60b38731c,"['A9E8EE8F97877B0F3BB83A209805AEB7DE89F4B294B5841E7585690F8EEC0CC5', 'D529BED0B71109A6911E44AEAF112C8F8809793B7D1E04BBD784E1D7A032405C', 'D9CAF675EBB20DCD4D49907AD73E55AA64F4B405B8B5105A6F2530A7B746A91A']"
