peer_id,peer_to_id,ledger_seq,ledger_hash,raw_contents
0,3,2,ea92d005a89e16eeeb02a3b1fc7e90037a614133079f96d794786644122b52a7,[]
1,3,2,ea92d005a89e16eeeb02a3b1fc7e90037a614133079f96d794786644122b52a7,[]
2,3,2,ea92d005a89e16eeeb02a3b1fc7e90037a614133079f96d794786644122b52a7,[]
3,4,2,ea92d005a89e16eeeb02a3b1fc7e90037a614133079f96d794786644122b52a7,[]
4,2,2,ea92d005a89e16eeeb02a3b1fc7e90037a614133079f96d794786644122b52a7,[]
0,4,3,f8edc076e30e6d48cdcf65fd0586f5c83945a1a2494ee0cfdadd3f26adb68368,[]
1,3,3,f8edc076e30e6d48cdcf65fd0586f5c83945a1a2494ee0cfdadd3f26adb68368,[]
2,3,3,f8edc076e30e6d48cdcf65fd0586f5c83945a1a2494ee0cfdadd3f26adb68368,[]
3,4,3,f8edc076e30e6d48cdcf65fd0586f5c83945a1a2494ee0cfdadd3f26adb68368,[]
4,3,3,f8edc076e30e6d48cdcf65fd0586f5c83945a1a2494ee0cfdadd3f26adb68368,[]
0,4,4,bbe9d7efb53be93705d6ba63d434f4aa3adc46df4796bbc7143a9bdccabaf050,[]
1,4,4,bbe9d7efb53be93705d6ba63d434f4aa3adc46df4796bbc7143a9bdccabaf050,[]
2,3,4,bbe9d7efb53be93705d6ba63d434f4aa3adc46df4796bbc7143a9bdccabaf050,[]
3,4,4,bbe9d7efb53be93705d6ba63d434f4aa3adc46df4796bbc7143a9bdccabaf050,[]
4,2,4,bbe9d7efb53be93705d6ba63d434f4aa3adc46df4796bbc7143a9bdccabaf050,[]
1,3,5,a8963d3507b25b5c3b0f2a73c31e2441322994b5d8fafc64ff481de4bf577a23,['4E8B760F2A928021EC6D43DEBB3D7796173F7933B0D8DD7C62CE9374EC948A21']
2,4,5,a8963d3507b25b5c3b0f2a73c31e2441322994b5d8fafc64ff481de4bf577a23,['4E8B760F2A928021EC6D43DEBB3D7796173F7933B0D8DD7C62CE9374EC948A21']
3,4,5,a8963d3507b25b5c3b0f2a73c31e2441322994b5d8fafc64ff481de4bf577a23,['4E8B760F2A928021EC6D43DEBB3D7796173F7933B0D8DD7C62CE9374EC948A21']
4,3,5,a8963d3507b25b5c3b0f2a73c31e2441322994b5d8fafc64ff481de4bf577a23,['4E8B760F2A928021EC6D43DEBB3D7796173F7933B0D8DD7C62CE9374EC948A21']
0,3,5,a8963d3507b25b5c3b0f2a73c31e2441322994b5d8fafc64ff481de4bf577a23,['4E8B760F2A928021EC6D43DEBB3D7796173F7933B0D8DD7C62CE9374EC948A21']
1,3,6,606b006e3eda904292118f7f2ca18b40e246409dd5978360898e1fdc113d637c,"['03A91881E57FCA7B131426AF18A5B4764FD2C04181335FFD9EE604EE3673093E', 'DED25476763262D601816B0785E700C09EF880B76CE08BBDA80131C8680D0C97']"
2,3,6,606b006e3eda904292118f7f2ca18b40e246409dd5978360898e1fdc113d637c,"['03A91881E57FCA7B131426AF18A5B4764FD2C04181335FFD9EE604EE3673093E', 'DED25476763262D601816B0785E700C09EF880B76CE08BBDA80131C8680D0C97']"
