2025-06-22T03:19:03.065646709Z 2025-06-22 03:19:03.064 | DEBUG    | rocket_controller.strategies.strategy:__init__:82 - Initialized final strategy parameters:
2025-06-22T03:19:03.065731769Z 	{'encoding': [1427, 698, 1710, 742, 1978, 1158, 3384, 3461, 3499, 456, 1908, 2088, 3023, 1901, 1294, 2444, 2085, 1255, 2939, 3297, 670, 1618, 812, 2604, 795, 2634, 2118, 3748, 1807, 2087, 1474, 1805, 3765, 1607, 3029, 3889, 3550, 1089, 2768, 425, 924, 1697, 3649, 2815, 3589, 2138, 2116, 2618, 3383, 3877, 127, 376, 3397, 1695, 2217, 3961, 2283, 346, 287, 1486, 972, 1211, 3248, 312, 1950, 791, 3191, 85, 922, 1486, 3159, 3280, 2640, 3099, 2261, 551, 2449, 193, 533, 1557, 3143, 2587, 970, 3081, 771, 3597, 2624, 3606, 3651, 2887, 2087, 3269, 1621, 1457, 2228, 400, 2699, 3727, 3626, 3325, 479, 1687, 3858, 2383, 2706, 3768, 2733, 268, 7, 364, 1160, 3815, 1986, 222, 3225, 3964, 1753, 78, 2173, 770, 2285, 1208, 63, 274, 2916, 2518, 3757, 1947, 3340, 2438, 2261, 902, 3665, 936, 351, 1074, 2378, 2063, 3010, 152]}
2025-06-22T03:19:03.065745445Z 2025-06-22 03:19:03.065 | DEBUG    | rocket_controller.strategies.strategy:__init__:83 - Initialized final strategy network configuration:
2025-06-22T03:19:03.065754672Z 	{'hostname_prefix': 'AMG_TimeTournament_G49T8R0', 'number_of_nodes': 5, 'network_partition': [], 'unl_partition': [], 'transactions': {'genesis': [{'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account1'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account2'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account3'}], 'regular': [{'peer_id': 0, 'amount': 80000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}, {'peer_id': 1, 'amount': 81000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 2, 'amount': 82000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 3, 'amount': 83000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}]}}
2025-06-22T03:19:03.074429415Z 2025-06-22 03:19:03.074 | DEBUG    | rocket_controller.iteration_type:add_iteration:342 - Stopping logLedgerResul;t
2025-06-22T03:19:03.074458540Z 2025-06-22 03:19:03.074 | DEBUG    | rocket_controller.iteration_type:add_iteration:347 - Done stopping logLedgerResul;t
2025-06-22T03:19:03.075222512Z 2025-06-22 03:19:03.075 | INFO     | rocket_controller.iteration_type:add_iteration:359 - Starting iteration 1
2025-06-22T03:19:03.075246828Z 2025-06-22 03:19:03.075 | INFO     | rocket_controller.interceptor_manager:start_new:70 - Starting interceptor
2025-06-22T03:19:03.076837953Z 2025-06-22 03:19:03.076 | INFO     | rocket_controller.iteration_type:_start_transactions:157 - Starting Transaction.
2025-06-22T03:19:20.627266259Z 2025-06-22 03:19:20.626 | INFO     | rocket_controller.strategies.strategy:update_network:124 - Updating the strategy's network information
2025-06-22T03:19:23.077603711Z 2025-06-22 03:19:23.077 | INFO     | rocket_controller.iteration_type:_perform_transactions:163 - Waiting for validator nodes to be initialized...
2025-06-22T03:19:23.077716424Z 2025-06-22 03:19:23.077 | INFO     | rocket_controller.iteration_type:_perform_transactions:167 - Waiting for network to be initialized...
2025-06-22T03:19:23.077832964Z 2025-06-22 03:19:23.077 | INFO     | rocket_controller.iteration_type:_perform_transactions:171 - Waiting for ledger to be available before submitting transaction...
2025-06-22T03:19:40.066949529Z 2025-06-22 03:19:40.066 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 2 in 0:00:19.389788
2025-06-22T03:19:40.113315521Z 2025-06-22 03:19:40.112 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 2 in 0:00:19.441143
2025-06-22T03:19:40.369722611Z 2025-06-22 03:19:40.369 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 3 validated ledger 2 in 0:00:19.700001
2025-06-22T03:19:40.698394611Z 2025-06-22 03:19:40.698 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 0 validated ledger 2 in 0:00:20.025783
2025-06-22T03:19:40.870476595Z 2025-06-22 03:19:40.870 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 4 validated ledger 2 in 0:00:20.201047
2025-06-22T03:19:42.080605119Z 2025-06-22 03:19:42.079 | INFO     | rocket_controller.iteration_type:_perform_transactions:177 - Attempting to submit 3 Genesis Transactions and 4 Regular Transactions to the network.
2025-06-22T03:19:42.080633753Z 2025-06-22 03:19:42.080 | INFO     | rocket_controller.iteration_type:_perform_transactions:187 - Sending 100001000000 from None to Account1 using peer 1...
2025-06-22T03:19:42.086369886Z 2025-06-22 03:19:42.086 | INFO     | rocket_controller.iteration_type:_perform_transactions:187 - Sending 100001000000 from None to Account2 using peer 1...
2025-06-22T03:19:42.102197796Z 2025-06-22 03:19:42.101 | INFO     | rocket_controller.iteration_type:_perform_transactions:187 - Sending 100001000000 from None to Account3 using peer 1...
2025-06-22T03:19:42.157001812Z 2025-06-22 03:19:42.156 | INFO     | rocket_controller.network_manager:get_account:428 - Creating account Account2 with seed shAnrN6y53HQHpBgu6RDDJai3GLhB and address rnhfFwNrxth8gdVQwp4qYSSPudALWiTMEn
2025-06-22T03:19:42.169693901Z 2025-06-22 03:19:42.164 | INFO     | rocket_controller.network_manager:get_account:428 - Creating account Account3 with seed ssZEpWHh75Nvmdivsifh45gmnr7CG and address rKwwCpDG6FCAyPTVTHnR3839TYbEtXjjdz
2025-06-22T03:19:42.169880513Z 2025-06-22 03:19:42.169 | INFO     | rocket_controller.network_manager:get_account:428 - Creating account Account1 with seed shQUGm1omSEUivZPb7VRQQqRYy6oe and address rjGaL4TbwzBaGoFFpXA1zf5G8pr1d8vXJ
2025-06-22T03:19:43.494090437Z 2025-06-22 03:19:43.493 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 3 validated ledger 3 in 0:00:03.002709
2025-06-22T03:19:43.805374530Z 2025-06-22 03:19:43.805 | INFO     | rocket_controller.iteration_type:perform_transaction:248 - Transaction B4D6D387FE497AD8CFFF3138AE1DBEC5EB1EE51A582D276EC6C9E90679DEFE27 submitted successfully
2025-06-22T03:19:43.868452341Z 2025-06-22 03:19:43.868 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 4 validated ledger 3 in 0:00:02.996981
2025-06-22T03:19:44.058027269Z 2025-06-22 03:19:44.057 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 3 in 0:00:04.000573
2025-06-22T03:19:44.100160146Z 2025-06-22 03:19:44.099 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 3 in 0:00:03.990457
2025-06-22T03:19:44.672452317Z 2025-06-22 03:19:44.672 | INFO     | rocket_controller.iteration_type:perform_transaction:248 - Transaction CFD4CB11B86C31FF3FBBD306F9DB33822510100AEB40E0AD6D47AB385FD7FC40 submitted successfully
2025-06-22T03:19:45.418453063Z 2025-06-22 03:19:45.418 | INFO     | rocket_controller.iteration_type:perform_transaction:248 - Transaction CD2666EE087B07D8F2ED29E845F806E2D65457140328E585221899F220A131EF submitted successfully
2025-06-22T03:19:45.724070104Z 2025-06-22 03:19:45.723 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 0 validated ledger 3 in 0:00:05.002839
2025-06-22T03:19:47.096409204Z 2025-06-22 03:19:47.096 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 4 in 0:00:03.006818
2025-06-22T03:19:47.167278469Z 2025-06-22 03:19:47.166 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 4 in 0:00:03.038589
2025-06-22T03:19:47.388951653Z 2025-06-22 03:19:47.388 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 3 validated ledger 4 in 0:00:03.999712
2025-06-22T03:19:47.864085302Z 2025-06-22 03:19:47.863 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 4 validated ledger 4 in 0:00:03.999596
2025-06-22T03:19:48.695892639Z 2025-06-22 03:19:48.695 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 0 validated ledger 4 in 0:00:02.999686
2025-06-22T03:19:50.368581048Z 2025-06-22 03:19:50.368 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 3 validated ledger 5 in 0:00:03.001024
2025-06-22T03:19:50.419421659Z 2025-06-22 03:19:50.419 | INFO     | rocket_controller.iteration_type:_perform_transactions:201 - Sending 80000000000 from Account1 to Account2 after 2 seconds using peer 0...
2025-06-22T03:19:50.419971207Z 2025-06-22 03:19:50.419 | INFO     | rocket_controller.iteration_type:_perform_transactions:201 - Sending 81000000000 from Account1 to Account3 after 2 seconds using peer 1...
2025-06-22T03:19:50.420456864Z 2025-06-22 03:19:50.420 | INFO     | rocket_controller.iteration_type:_perform_transactions:201 - Sending 82000000000 from Account1 to Account3 after 2 seconds using peer 2...
2025-06-22T03:19:50.421008025Z 2025-06-22 03:19:50.420 | INFO     | rocket_controller.iteration_type:_perform_transactions:201 - Sending 83000000000 from Account1 to Account2 after 2 seconds using peer 3...
2025-06-22T03:19:51.907227640Z 2025-06-22 03:19:51.906 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 4 validated ledger 5 in 0:00:04.001760
2025-06-22T03:19:52.065013785Z 2025-06-22 03:19:52.064 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 5 in 0:00:05.002215
2025-06-22T03:19:52.105338738Z 2025-06-22 03:19:52.105 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 5 in 0:00:04.967952
2025-06-22T03:19:52.851698086Z 2025-06-22 03:19:52.851 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 0 validated ledger 5 in 0:00:04.002018
2025-06-22T03:19:53.349625097Z 2025-06-22 03:19:53.349 | INFO     | rocket_controller.iteration_type:perform_transaction:248 - Transaction B370D06C6682C8A93ABADE42703279ECE70AA5B3777FD9068F517F17189F00F7 submitted successfully
2025-06-22T03:19:53.452497368Z 2025-06-22 03:19:53.450 | INFO     | rocket_controller.iteration_type:perform_transaction:248 - Transaction 7CC313BBB79CEB469ACB8D72B3ED71912EF139DFFA0F5C4ED17A9C87A92B74FE submitted successfully
2025-06-22T03:19:53.490316388Z 2025-06-22 03:19:53.489 | INFO     | rocket_controller.iteration_type:perform_transaction:248 - Transaction 3D3A6736175C0B7BC4B9C13676F9129595D0FE802F0322C9EDD6ECA32AACDED5 submitted successfully
