2025-06-22T07:29:24.684424914Z 2025-06-22 07:29:24.684 | DEBUG    | rocket_controller.strategies.strategy:__init__:82 - Initialized final strategy parameters:
2025-06-22T07:29:24.684482002Z 	{'encoding': [2514, 1442, 3934, 527, 3166, 1268, 3339, 2826, 736, 3161, 2375, 1379, 102, 3260, 909, 2968, 2166, 3672, 3413, 2367, 1397, 2393, 1018, 1944, 619, 2648, 1820, 3038, 1061, 986, 2361, 1049, 1882, 265, 3746, 3845, 2658, 55, 1716, 1110, 1810, 1770, 1364, 1285, 2913, 1517, 3192, 3679, 1241, 3543, 2042, 3678, 975, 723, 3576, 651, 2075, 3083, 1287, 1349, 1832, 1670, 1710, 1050, 1026, 3825, 3157, 2942, 1177, 2826, 2536, 592, 401, 2202, 93, 2967, 3017, 754, 3885, 3376, 2217, 736, 2911, 1864, 3813, 3972, 2878, 297, 2141, 1181, 326, 670, 3660, 3909, 3248, 1519, 2690, 2976, 1040, 1072, 3992, 568, 418, 1315, 3182, 446, 3485, 1977, 486, 1986, 2030, 2617, 2496, 600, 1447, 1720, 2973, 1082, 2381, 2966, 3349, 1511, 816, 2067, 2318, 2093, 1375, 1537, 2637, 3544, 3694, 71, 1545, 725, 922, 602, 1352, 1580, 1049, 3894]}
2025-06-22T07:29:24.684493083Z 2025-06-22 07:29:24.684 | DEBUG    | rocket_controller.strategies.strategy:__init__:83 - Initialized final strategy network configuration:
2025-06-22T07:29:24.684497411Z 	{'hostname_prefix': 'AMG_ProposalRoulette_G22T2R0', 'number_of_nodes': 5, 'network_partition': [], 'unl_partition': [], 'transactions': {'genesis': [{'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account1'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account2'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account3'}], 'regular': [{'peer_id': 0, 'amount': 80000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}, {'peer_id': 1, 'amount': 81000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 2, 'amount': 82000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 3, 'amount': 83000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}]}}
2025-06-22T07:29:24.694368585Z 2025-06-22 07:29:24.694 | DEBUG    | rocket_controller.iteration_type:add_iteration:342 - Stopping logLedgerResul;t
2025-06-22T07:29:24.694476989Z 2025-06-22 07:29:24.694 | DEBUG    | rocket_controller.iteration_type:add_iteration:347 - Done stopping logLedgerResul;t
2025-06-22T07:29:24.695295374Z 2025-06-22 07:29:24.695 | INFO     | rocket_controller.iteration_type:add_iteration:359 - Starting iteration 1
2025-06-22T07:29:24.695375375Z 2025-06-22 07:29:24.695 | INFO     | rocket_controller.interceptor_manager:start_new:70 - Starting interceptor
2025-06-22T07:29:24.696777502Z 2025-06-22 07:29:24.696 | INFO     | rocket_controller.iteration_type:_start_transactions:157 - Starting Transaction.
2025-06-22T07:29:44.697643736Z 2025-06-22 07:29:44.697 | INFO     | rocket_controller.iteration_type:_perform_transactions:163 - Waiting for validator nodes to be initialized...
2025-06-22T07:30:07.254651377Z 2025-06-22 07:30:07.254 | INFO     | rocket_controller.strategies.strategy:update_network:124 - Updating the strategy's network information
2025-06-22T07:30:09.698319203Z 2025-06-22 07:30:09.698 | INFO     | rocket_controller.iteration_type:_perform_transactions:167 - Waiting for network to be initialized...
2025-06-22T07:30:09.698369017Z 2025-06-22 07:30:09.698 | INFO     | rocket_controller.iteration_type:_perform_transactions:171 - Waiting for ledger to be available before submitting transaction...
2025-06-22T07:30:29.697391849Z 2025-06-22 07:30:29.696 | INFO     | rocket_controller.iteration_type:_timeout_reached:137 - Timeout reached.
2025-06-22T07:30:29.697525982Z 2025-06-22 07:30:29.697 | INFO     | rocket_controller.iteration_type:_timeout_reached:139 - Checking correct setup
2025-06-22T07:30:29.697692757Z 2025-06-22 07:30:29.697 | INFO     | rocket_controller.iteration_type:_timeout_reached:143 - Setup went wrong, resetting entire test.
2025-06-22T07:30:30.151428874Z 2025-06-22 07:30:30.151 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 0 validated ledger 2 in 0:00:22.808647
2025-06-22T07:30:30.195212230Z 2025-06-22 07:30:30.194 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 2 in 0:00:22.898910
2025-06-22T07:30:30.233993235Z 2025-06-22 07:30:30.233 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 3 validated ledger 2 in 0:00:22.942139
2025-06-22T07:30:30.436408130Z 2025-06-22 07:30:30.436 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 4 validated ledger 2 in 0:00:23.140702
2025-06-22T07:30:30.746836654Z 2025-06-22 07:30:30.746 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 2 in 0:00:23.417640
2025-06-22T07:30:31.701617769Z 2025-06-22 07:30:31.701 | INFO     | rocket_controller.iteration_type:_perform_transactions:177 - Attempting to submit 3 Genesis Transactions and 4 Regular Transactions to the network.
2025-06-22T07:30:31.701791256Z 2025-06-22 07:30:31.701 | INFO     | rocket_controller.iteration_type:_perform_transactions:187 - Sending 100001000000 from None to Account1 using peer 1...
2025-06-22T07:30:31.707580153Z 2025-06-22 07:30:31.707 | INFO     | rocket_controller.iteration_type:_perform_transactions:187 - Sending 100001000000 from None to Account2 using peer 1...
2025-06-22T07:30:31.752184950Z 2025-06-22 07:30:31.751 | INFO     | rocket_controller.iteration_type:_perform_transactions:187 - Sending 100001000000 from None to Account3 using peer 1...
2025-06-22T07:30:31.755478457Z 2025-06-22 07:30:31.755 | INFO     | rocket_controller.network_manager:get_account:428 - Creating account Account1 with seed sncRkbZDW3XZ4disLk7HW2vvtcFMj and address rPUpzMLPneN4sF7zZ5kmdxW8Ui43D4wicF
2025-06-22T07:30:31.799017463Z 2025-06-22 07:30:31.798 | INFO     | rocket_controller.network_manager:get_account:428 - Creating account Account2 with seed shVEdQMkcUauL7QJSAyYWhBYBqFSM and address rECt1sKPKBqPFKzV6ALcryoYPkR88N5NYo
2025-06-22T07:30:31.804812843Z 2025-06-22 07:30:31.804 | INFO     | rocket_controller.network_manager:get_account:428 - Creating account Account3 with seed spxswsRoRrLRdWeF7Z5j738WJgAZd and address rUTzKiW2QW5berKPXwaDcB1TivuPD1U1nU
2025-06-22T07:30:33.331722814Z 2025-06-22 07:30:33.331 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 3 validated ledger 3 in 0:00:02.991529
2025-06-22T07:30:33.629010804Z 2025-06-22 07:30:33.628 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 4 validated ledger 3 in 0:00:03.000304
2025-06-22T07:30:33.817861033Z 2025-06-22 07:30:33.817 | INFO     | rocket_controller.iteration_type:perform_transaction:248 - Transaction 0313CC580A74AA6C71B9EA2E9895542A77270F6EEEA62F288829C9338B70A9C9 submitted successfully
2025-06-22T07:30:33.841644959Z 2025-06-22 07:30:33.841 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 3 in 0:00:03.000678
2025-06-22T07:30:34.143184203Z 2025-06-22 07:30:34.142 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 0 validated ledger 3 in 0:00:04.000160
2025-06-22T07:30:34.244099153Z 2025-06-22 07:30:34.243 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 3 in 0:00:04.015906
2025-06-22T07:30:34.718441235Z 2025-06-22 07:30:34.718 | INFO     | rocket_controller.iteration_type:perform_transaction:248 - Transaction 129CF4D7E3C7ECF7BC7ECDF6F7B45DD390079052D474155A7E775B5B0CB3363C submitted successfully
2025-06-22T07:30:35.456514434Z 2025-06-22 07:30:35.456 | INFO     | rocket_controller.iteration_type:perform_transaction:248 - Transaction 3059A5BB1597AECBCC9F26972F003B320D065CAD60C30ED72F6239EE81F99968 submitted successfully
2025-06-22T07:30:36.457793588Z 2025-06-22 07:30:36.457 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 4 validated ledger 4 in 0:00:03.000224
2025-06-22T07:30:36.711546930Z 2025-06-22 07:30:36.711 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 4 in 0:00:03.001000
2025-06-22T07:30:37.216127611Z 2025-06-22 07:30:37.215 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 4 in 0:00:02.970139
2025-06-22T07:30:37.274220759Z 2025-06-22 07:30:37.273 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 3 validated ledger 4 in 0:00:04.029813
