2025-06-21T23:20:41.457763973Z 2025-06-21 23:20:41.457 | DEBUG    | rocket_controller.strategies.strategy:__init__:82 - Initialized final strategy parameters:
2025-06-21T23:20:41.457837582Z 	{'encoding': [1532, 3313, 184, 2369, 155, 3906, 1864, 2496, 3445, 60, 1740, 3263, 1398, 3943, 3622, 438, 1563, 1219, 272, 95, 1456, 3966, 2220, 911, 20, 927, 1942, 1208, 2082, 596, 2657, 1363, 1520, 3870, 1721, 2783, 2937, 248, 488, 967, 2242, 1120, 180, 2311, 2070, 1849, 1419, 2839, 2580, 818, 2410, 2573, 2468, 446, 2977, 2604, 1139, 3892, 551, 432, 144, 2817, 925, 3689, 1281, 2935, 2258, 2428, 810, 3819, 626, 1585, 3814, 2859, 1187, 3078, 1702, 586, 453, 3001, 177, 1250, 1370, 112, 753, 580, 3573, 2446, 3150, 2307, 23, 3258, 1043, 1582, 2826, 1768, 2315, 2198, 375, 2509, 3697, 2238, 2351, 1473, 2297, 2605, 2623, 3430, 2275, 2569, 2851, 2862, 2287, 175, 3170, 3359, 641, 1501, 3668, 3195, 3096, 1988, 3126, 1763, 2897, 2669, 970, 1885, 3119, 2106, 2893, 2648, 3049, 674, 1441, 3047, 1724, 2678, 3277, 3944]}
2025-06-21T23:20:41.457851488Z 2025-06-21 23:20:41.457 | DEBUG    | rocket_controller.strategies.strategy:__init__:83 - Initialized final strategy network configuration:
2025-06-21T23:20:41.457860826Z 	{'hostname_prefix': 'AMG_TimeElitism_G14T4R1', 'number_of_nodes': 5, 'network_partition': [], 'unl_partition': [], 'transactions': {'genesis': [{'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account1'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account2'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account3'}], 'regular': [{'peer_id': 0, 'amount': 80000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}, {'peer_id': 1, 'amount': 81000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 2, 'amount': 82000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 3, 'amount': 83000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}]}}
2025-06-21T23:20:41.466409206Z 2025-06-21 23:20:41.466 | DEBUG    | rocket_controller.iteration_type:add_iteration:342 - Stopping logLedgerResul;t
2025-06-21T23:20:41.466614414Z 2025-06-21 23:20:41.466 | DEBUG    | rocket_controller.iteration_type:add_iteration:347 - Done stopping logLedgerResul;t
2025-06-21T23:20:41.467485538Z 2025-06-21 23:20:41.467 | INFO     | rocket_controller.iteration_type:add_iteration:359 - Starting iteration 1
2025-06-21T23:20:41.467879452Z 2025-06-21 23:20:41.467 | INFO     | rocket_controller.interceptor_manager:start_new:70 - Starting interceptor
2025-06-21T23:20:41.469056063Z 2025-06-21 23:20:41.468 | INFO     | rocket_controller.iteration_type:_start_transactions:157 - Starting Transaction.
2025-06-21T23:21:01.469893482Z 2025-06-21 23:21:01.469 | INFO     | rocket_controller.iteration_type:_perform_transactions:163 - Waiting for validator nodes to be initialized...
2025-06-21T23:21:35.203818442Z 2025-06-21 23:21:35.201 | INFO     | rocket_controller.strategies.strategy:update_network:124 - Updating the strategy's network information
2025-06-21T23:21:36.471011456Z 2025-06-21 23:21:36.470 | INFO     | rocket_controller.iteration_type:_perform_transactions:167 - Waiting for network to be initialized...
2025-06-21T23:21:36.471079474Z 2025-06-21 23:21:36.470 | INFO     | rocket_controller.iteration_type:_perform_transactions:171 - Waiting for ledger to be available before submitting transaction...
2025-06-21T23:21:46.469380684Z 2025-06-21 23:21:46.468 | INFO     | rocket_controller.iteration_type:_timeout_reached:137 - Timeout reached.
2025-06-21T23:21:46.469488517Z 2025-06-21 23:21:46.469 | INFO     | rocket_controller.iteration_type:_timeout_reached:139 - Checking correct setup
2025-06-21T23:21:46.469614104Z 2025-06-21 23:21:46.469 | INFO     | rocket_controller.iteration_type:_timeout_reached:143 - Setup went wrong, resetting entire test.
