2025-06-21T21:32:34.019454784Z 2025-06-21 21:32:34.019 | DEBUG    | rocket_controller.strategies.strategy:__init__:82 - Initialized final strategy parameters:
2025-06-21T21:32:34.019488708Z 	{'encoding': [2447, 2116, 1819, 272, 3602, 40, 3712, 1211, 876, 2867, 3874, 2764, 691, 1741, 2051, 3871, 1681, 1549, 3550, 1446, 3754, 734, 1643, 3223, 3517, 2248, 216, 1668, 1064, 2077, 1957, 3645, 1421, 1459, 411, 429, 1261, 1775, 3689, 2202, 3366, 3497, 119, 2136, 270, 269, 2912, 2384, 2872, 2187, 514, 232, 3195, 2712, 2360, 661, 1799, 2299, 1722, 3455, 2950, 41, 3896, 3575, 3567, 2129, 2519, 3732, 3646, 879, 3158, 1748, 686, 1877, 1767, 2945, 1190, 2171, 3132, 2592, 3185, 1899, 2620, 2399, 75, 2057, 2108, 1392, 3174, 1577, 2431, 2706, 1637, 2158, 3964, 2680, 1131, 3785, 690, 1546, 1413, 3212, 1901, 2901, 1388, 1521, 3722, 2013, 3383, 3391, 3601, 3794, 2155, 294, 168, 974, 914, 105, 3247, 1859, 15, 3639, 264, 1477, 2037, 2653, 3443, 446, 529, 270, 1929, 1817, 3009, 3080, 2243, 3417, 1908, 17, 1583, 2068]}
2025-06-21T21:32:34.019594709Z 2025-06-21 21:32:34.019 | DEBUG    | rocket_controller.strategies.strategy:__init__:83 - Initialized final strategy network configuration:
2025-06-21T21:32:34.019631438Z 	{'hostname_prefix': 'AMG_Random_G4T5R3', 'number_of_nodes': 5, 'network_partition': [], 'unl_partition': [], 'transactions': {'genesis': [{'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account1'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account2'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account3'}], 'regular': [{'peer_id': 0, 'amount': 80000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}, {'peer_id': 1, 'amount': 81000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 2, 'amount': 82000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 3, 'amount': 83000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}]}}
2025-06-21T21:32:34.028517096Z 2025-06-21 21:32:34.028 | DEBUG    | rocket_controller.iteration_type:add_iteration:342 - Stopping logLedgerResul;t
2025-06-21T21:32:34.028582430Z 2025-06-21 21:32:34.028 | DEBUG    | rocket_controller.iteration_type:add_iteration:347 - Done stopping logLedgerResul;t
2025-06-21T21:32:34.029299745Z 2025-06-21 21:32:34.029 | INFO     | rocket_controller.iteration_type:add_iteration:359 - Starting iteration 1
2025-06-21T21:32:34.029385477Z 2025-06-21 21:32:34.029 | INFO     | rocket_controller.interceptor_manager:start_new:70 - Starting interceptor
2025-06-21T21:32:34.030446923Z 2025-06-21 21:32:34.030 | INFO     | rocket_controller.iteration_type:_start_transactions:157 - Starting Transaction.
2025-06-21T21:32:54.031071389Z 2025-06-21 21:32:54.030 | INFO     | rocket_controller.iteration_type:_perform_transactions:163 - Waiting for validator nodes to be initialized...
2025-06-21T21:33:19.068759717Z 2025-06-21 21:33:19.068 | INFO     | rocket_controller.strategies.strategy:update_network:124 - Updating the strategy's network information
2025-06-21T21:33:24.031977052Z 2025-06-21 21:33:24.031 | INFO     | rocket_controller.iteration_type:_perform_transactions:167 - Waiting for network to be initialized...
2025-06-21T21:33:24.032013761Z 2025-06-21 21:33:24.031 | INFO     | rocket_controller.iteration_type:_perform_transactions:171 - Waiting for ledger to be available before submitting transaction...
2025-06-21T21:33:39.030937719Z 2025-06-21 21:33:39.030 | INFO     | rocket_controller.iteration_type:_timeout_reached:137 - Timeout reached.
2025-06-21T21:33:39.031085909Z 2025-06-21 21:33:39.030 | INFO     | rocket_controller.iteration_type:_timeout_reached:139 - Checking correct setup
2025-06-21T21:33:39.031238928Z 2025-06-21 21:33:39.031 | INFO     | rocket_controller.iteration_type:_timeout_reached:143 - Setup went wrong, resetting entire test.
2025-06-21T21:33:40.121741971Z 2025-06-21 21:33:40.121 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 0 validated ledger 2 in 0:00:20.963468
2025-06-21T21:33:40.163896169Z 2025-06-21 21:33:40.163 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 2 in 0:00:21.053914
2025-06-21T21:33:40.245780664Z 2025-06-21 21:33:40.245 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 4 validated ledger 2 in 0:00:21.098075
2025-06-21T21:33:40.375540977Z 2025-06-21 21:33:40.375 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 3 validated ledger 2 in 0:00:21.259609
2025-06-21T21:33:40.765829527Z 2025-06-21 21:33:40.765 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 2 validated ledger 2 in 0:00:21.655543
2025-06-21T21:33:42.036133583Z 2025-06-21 21:33:42.035 | INFO     | rocket_controller.iteration_type:_perform_transactions:177 - Attempting to submit 3 Genesis Transactions and 4 Regular Transactions to the network.
2025-06-21T21:33:42.036179149Z 2025-06-21 21:33:42.035 | INFO     | rocket_controller.iteration_type:_perform_transactions:187 - Sending 100001000000 from None to Account1 using peer 1...
2025-06-21T21:33:42.042642941Z 2025-06-21 21:33:42.042 | INFO     | rocket_controller.iteration_type:_perform_transactions:187 - Sending 100001000000 from None to Account2 using peer 1...
2025-06-21T21:33:42.076925096Z 2025-06-21 21:33:42.076 | INFO     | rocket_controller.iteration_type:_perform_transactions:187 - Sending 100001000000 from None to Account3 using peer 1...
2025-06-21T21:33:42.086736372Z 2025-06-21 21:33:42.081 | INFO     | rocket_controller.network_manager:get_account:428 - Creating account Account1 with seed spFWuKH89zwVAViPrvxafNqC11yz6 and address rEezQu4w8goT1bUpx1BjnGjhpzG2C8T2JT
2025-06-21T21:33:42.092707112Z 2025-06-21 21:33:42.086 | INFO     | rocket_controller.network_manager:get_account:428 - Creating account Account2 with seed sn4iqUSiFNkChZdQQJKgcEZarmrEY and address rEnwaBNZEiUsB4pP4Ky71TX2Sn7eVF5vBN
2025-06-21T21:33:42.113925287Z 2025-06-21 21:33:42.113 | INFO     | rocket_controller.network_manager:get_account:428 - Creating account Account3 with seed ssjNgVArTgS4FAFmqevycgVwJ6aPi and address rNAbNr6MTEtaUuWdj7cXi12Sb4CQrQgbda
2025-06-21T21:33:42.685532189Z 2025-06-21 21:33:42.685 | INFO     | rocket_controller.iteration_type:perform_transaction:248 - Transaction 687177F954A59D258B5F9A17158EB2ABB02F736818C425DD8B8593124140F15B submitted successfully
2025-06-21T21:33:43.154151248Z 2025-06-21 21:33:43.153 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 1 validated ledger 3 in 0:00:02.969301
2025-06-21T21:33:43.247998453Z 2025-06-21 21:33:43.247 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 4 validated ledger 3 in 0:00:02.999601
2025-06-21T21:33:43.599855375Z 2025-06-21 21:33:43.599 | INFO     | rocket_controller.iteration_type:perform_transaction:248 - Transaction CD0C4A08AF9ADB9BEC7E671ACC2542E2390A21D27A0862C48F10ADBD0584B0F6 submitted successfully
2025-06-21T21:33:44.088239953Z 2025-06-21 21:33:44.087 | INFO     | rocket_controller.iteration_type:on_status_change:440 - Node 0 validated ledger 3 in 0:00:04.001114
2025-06-21T21:33:44.341062331Z 2025-06-21 21:33:44.340 | INFO     | rocket_controller.iteration_type:perform_transaction:248 - Transaction 7F45FCEF25CFF657F2BBC71ECDB8AE7FFA8B0D7F65464288A90F7D30DF7F9713 submitted successfully
