2025-06-21T19:59:51.256319546Z 2025-06-21 19:59:51.256 | DEBUG    | rocket_controller.strategies.strategy:__init__:82 - Initialized final strategy parameters:
2025-06-21T19:59:51.256356956Z 	{'encoding': [671, 1100, 1485, 2913, 343, 1609, 296, 284, 3413, 48, 1792, 994, 928, 1965, 1171, 1595, 26, 1518, 200, 217, 1927, 3315, 1365, 195, 3147, 1847, 3481, 3560, 2040, 345, 2898, 708, 1176, 3299, 3239, 2144, 3952, 931, 3773, 1115, 2155, 507, 769, 3526, 2433, 3076, 3512, 458, 488, 3990, 278, 1082, 1126, 3690, 3471, 3148, 1561, 2981, 2132, 2795, 717, 3986, 1091, 1236, 1677, 3060, 1177, 1010, 2741, 244, 2812, 2675, 847, 617, 425, 2874, 2978, 2922, 3391, 1352, 67, 502, 2045, 2073, 2483, 844, 440, 1791, 2713, 1298, 894, 2449, 1107, 1955, 241, 2650, 3537, 707, 1847, 3707, 3126, 2559, 2337, 1547, 2082, 1332, 2523, 510, 2257, 3390, 745, 2800, 3699, 590, 3116, 2036, 1843, 2591, 2991, 3650, 1953, 1690, 1095, 1141, 2998, 3411, 3660, 207, 3427, 1326, 3278, 807, 3814, 1404, 818, 3892, 2272, 3188, 3861, 3262]}
2025-06-21T19:59:51.256391181Z 2025-06-21 19:59:51.256 | DEBUG    | rocket_controller.strategies.strategy:__init__:83 - Initialized final strategy network configuration:
2025-06-21T19:59:51.256407061Z 	{'hostname_prefix': 'AMG_NSGAII_G43T2R0', 'number_of_nodes': 5, 'network_partition': [], 'unl_partition': [], 'transactions': {'genesis': [{'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account1'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account2'}, {'peer_id': 1, 'amount': 100001000000, 'sender_account': 'None', 'destination_account': 'Account3'}], 'regular': [{'peer_id': 0, 'amount': 80000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}, {'peer_id': 1, 'amount': 81000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 2, 'amount': 82000000000, 'sender_account': 'Account1', 'destination_account': 'Account3', 'time': 2}, {'peer_id': 3, 'amount': 83000000000, 'sender_account': 'Account1', 'destination_account': 'Account2', 'time': 2}]}}
2025-06-21T19:59:51.264710813Z 2025-06-21 19:59:51.264 | DEBUG    | rocket_controller.iteration_type:add_iteration:342 - Stopping logLedgerResul;t
2025-06-21T19:59:51.264742322Z 2025-06-21 19:59:51.264 | DEBUG    | rocket_controller.iteration_type:add_iteration:347 - Done stopping logLedgerResul;t
2025-06-21T19:59:51.265444768Z 2025-06-21 19:59:51.265 | INFO     | rocket_controller.iteration_type:add_iteration:359 - Starting iteration 1
2025-06-21T19:59:51.265480245Z 2025-06-21 19:59:51.265 | INFO     | rocket_controller.interceptor_manager:start_new:70 - Starting interceptor
2025-06-21T19:59:51.266668477Z 2025-06-21 19:59:51.266 | INFO     | rocket_controller.iteration_type:_start_transactions:157 - Starting Transaction.
2025-06-21T20:00:11.267345572Z 2025-06-21 20:00:11.266 | INFO     | rocket_controller.iteration_type:_perform_transactions:163 - Waiting for validator nodes to be initialized...
2025-06-21T20:00:18.343584709Z 2025-06-21 20:00:18.343 | INFO     | rocket_controller.strategies.strategy:update_network:124 - Updating the strategy's network information
